查询日期,Excel代码,匹配Wind代码,稳定债券身份,证券简称,发行人,一般/专项分类,发行日期,到期日期,发行规模（亿元）,票面利率（%）,币种,收盘价到期收益率（%）,剩余期限（年）,修正久期（年）,债券余额（亿元）,收盘净价（元）,记录覆盖,字段完整,基本信息查询状态,行情查询状态,缺失指标,冲突或校验信息,记录状态,原因,来源会话,原始请求ID
2026-09-11,2105679.IB,2105679.IB,2105679.IB,21贵州债27,贵州省人民政府,general,2021-08-16,2031-08-17,159.5631,3.12,CNY,,4.9315,4.5866,159.5631,108.2161,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105662.IB,2105662.IB,2105662.IB,21河南债43,河南省人民政府,general,2021-08-17,2028-08-18,106.9326,3.13,CNY,,1.9342,1.8878,106.9326,104.0141,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105659.IB,2105659.IB,2105659.IB,21江苏债19,江苏省人民政府,general,2021-08-20,2028-08-23,166.38,3.02,CNY,,1.9479,1.8995,166.38,103.5366,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105656.IB,2105656.IB,2105656.IB,21兵团债08,新疆生产建设兵团,general,2021-08-11,2036-08-12,9.27,3.47,CNY,,9.9178,8.3413,9.27,101.7855,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105655.IB,2105655.IB,2105655.IB,21兵团债07,新疆生产建设兵团,general,2021-08-11,2028-08-12,22.73,3.09,CNY,,1.9178,1.8641,22.73,103.0977,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105654.IB,2105654.IB,2105654.IB,21宁夏债11,宁夏回族自治区人民政府,,2021-08-10,2026-08-11,19.8325,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105653.IB,2105653.IB,2105653.IB,21宁夏债10,宁夏回族自治区人民政府,,2021-08-10,2026-08-11,13,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105641.IB,2105641.IB,2105641.IB,21浙江债28,浙江省人民政府,general,2021-08-12,2031-08-13,32.2,3,CNY,,4.9205,4.5833,32.2,107.1788,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105620.IB,2105620.IB,2105620.IB,21湖南债24,湖南省人民政府,general,2021-08-05,2031-08-06,90.9997,3.09,CNY,,4.9014,4.5598,90.9997,108.1036,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105602.IB,2105602.IB,2105602.IB,21北京债33,北京市人民政府,general,2021-08-20,2036-08-23,5,3.4,CNY,,9.9479,8.5645,5,115.4416,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105601.IB,2105601.IB,2105601.IB,21北京债32,北京市人民政府,general,2021-08-20,2031-08-23,18.12,3.12,CNY,,4.9479,4.6011,18.12,107.9446,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105600.IB,2105600.IB,2105600.IB,21北京债31,北京市人民政府,general,2021-08-20,2028-08-23,13.2476,3.02,CNY,,1.9479,1.9014,13.2476,103.7306,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105599.IB,2105599.IB,2105599.IB,21北京债30,北京市人民政府,,2021-08-20,2026-08-23,5,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105587.IB,2105587.IB,2105587.IB,21山西债23,山西省人民政府,general,2021-08-05,2031-08-06,38.76,3.09,CNY,,4.9014,4.5089,38.76,100.4104,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105552.IB,2105552.IB,2105552.IB,21海南债06,海南省人民政府,,2021-08-16,2026-08-20,40.5,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105548.IB,2105548.IB,2105548.IB,21河北债27,河北省人民政府,general,2021-07-30,2031-08-02,89.04,3.15,CNY,,4.8904,4.5447,89.04,108.525,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105547.IB,2105547.IB,2105547.IB,21河北债26,河北省人民政府,general,2021-07-30,2028-08-02,71.57,3.04,CNY,,1.8904,1.8467,71.57,103.904,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105546.IB,2105546.IB,2105546.IB,21河北债25,河北省人民政府,,2021-07-30,2026-08-02,75.32,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105544.IB,2105544.IB,2105544.IB,21云南债19,云南省人民政府,,2021-08-03,2026-08-04,24.95,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105530.IB,2105530.IB,2105530.IB,21甘肃债12,甘肃省人民政府,general,2021-08-04,2031-08-05,21.713,3.11,CNY,,4.8986,4.5549,21.713,108.1277,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105527.IB,2105527.IB,2105527.IB,21四川债39,四川省人民政府,,2021-07-27,2026-07-28,131.8188,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105517.IB,2105517.IB,2105517.IB,21辽宁债20,辽宁省人民政府,,2021-07-28,2026-07-29,24.2,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105506.IB,2105506.IB,2105506.IB,21湖北债68,湖北省人民政府,general,2021-07-27,2031-07-28,32.4002,3.06,CNY,,4.8767,4.5375,32.4002,107.8617,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105505.IB,2105505.IB,2105505.IB,21湖北债67,湖北省人民政府,general,2021-07-27,2028-07-28,14.0097,3.05,CNY,,1.8767,1.8306,14.0097,103.6443,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105504.IB,2105504.IB,2105504.IB,21湖北债66,湖北省人民政府,,2021-07-27,2026-07-28,30.6296,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105493.IB,2105493.IB,2105493.IB,21上海债04,上海市人民政府,general,2021-07-26,2051-07-27,32,3.66,CNY,,24.874,17.2829,32,125.3525,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105492.IB,2105492.IB,2105492.IB,21上海债03,上海市人民政府,general,2021-07-26,2031-07-27,104.8,3.08,CNY,1.401,4.874,4.5326,104.8,107.8843,已取得,完整,cached,cached,,,eligible,已具备样本汇总所需字段,11a8d3be-4cc2-45fc-89bf-8dc0c05cc91f;1c59cc4e-dc4a-40f6-941b-adc77c102bec,4f9fb86f-8293-4f71-928e-453b96b38a22;afd7d21f-8b4d-47b4-bab6-e511e41a1d54;857d7343-d568-42ea-813a-e5880e319e1e
2026-09-11,2105491.IB,2105491.IB,2105491.IB,21上海债02,上海市人民政府,,2021-07-26,2026-07-27,40.2,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105487.IB,2105487.IB,2105487.IB,21陕西债30,陕西省人民政府,general,2021-07-26,2028-07-27,182.63,3.17,CNY,,1.874,1.8265,182.63,103.8226,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105486.IB,2105486.IB,2105486.IB,21山东债41,山东省人民政府,general,2021-07-22,2028-07-23,312.77,3.18,CNY,,1.863,1.8161,312.77,103.8765,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105474.IB,2105474.IB,2105474.IB,21黑龙江债30,黑龙江省人民政府,general,2021-07-22,2031-07-23,87.8876,3.19,CNY,,4.863,4.4563,87.8876,100,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105462.IB,2105462.IB,2105462.IB,21新疆债21,新疆维吾尔自治区人民政府,general,2021-07-28,2028-07-29,95.8,3.15,CNY,,1.8795,1.8324,95.8,103.8311,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105461.IB,2105461.IB,2105461.IB,21新疆债20,新疆维吾尔自治区人民政府,general,2021-07-28,2028-07-29,80.5,3.15,CNY,,1.8795,1.8355,80.5,104.1508,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105448.IB,2105448.IB,2105448.IB,21北京债23,北京市人民政府,general,2021-07-20,2031-07-21,19,3.09,CNY,,4.8575,4.4723,19,101.3646,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105447.IB,2105447.IB,2105447.IB,21北京债22,北京市人民政府,general,2021-07-20,2028-07-21,63.8,3.09,CNY,,1.8575,1.8144,63.8,104.0039,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105442.IB,2105442.IB,2105442.IB,21吉林债21,吉林省人民政府,general,2021-07-20,2028-07-21,35.4795,3.19,CNY,,1.8575,1.7873,35.4795,101.4864,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105441.IB,2105441.IB,2105441.IB,21吉林债20,吉林省人民政府,general,2021-07-20,2041-07-21,21.3,3.62,CNY,,14.8575,11.7509,21.3,117.7788,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105440.IB,2105440.IB,2105440.IB,21吉林债19,吉林省人民政府,,2021-07-20,2026-07-26,49.7152,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105430.IB,2105430.IB,2105430.IB,21厦门债15,厦门市人民政府,general,2021-07-15,2028-07-16,7,3.21,CNY,,1.8438,1.7954,7,103.7402,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105408.IB,2105408.IB,2105408.IB,21陕西债08,陕西省人民政府,,2021-07-08,2026-07-09,62.9377,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105394.IB,2105394.IB,2105394.IB,21湖南债11,湖南省人民政府,general,2021-07-05,2031-07-06,26.8768,3.33,CNY,,4.8164,4.4557,26.8768,109.2139,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105384.IB,2105384.IB,2105384.IB,21河南债33,河南省人民政府,general,2021-07-08,2028-07-09,34.86,3.34,CNY,,1.8247,1.7809,34.86,104.5181,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105383.IB,2105383.IB,2105383.IB,21云南债18,云南省人民政府,general,2021-07-06,2028-07-07,39,3.34,CNY,,1.8192,1.7742,39,104.3752,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105374.IB,2105374.IB,2105374.IB,21辽宁债17,辽宁省人民政府,general,2021-07-07,2028-07-08,156.5277,3.34,CNY,,1.8219,1.7796,156.5277,104.6576,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105373.IB,2105373.IB,2105373.IB,21辽宁债16,辽宁省人民政府,,2021-07-07,2026-07-08,21.3,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105365.IB,2105365.IB,2105365.IB,21宁夏债09,宁夏回族自治区人民政府,,2021-06-30,2026-07-01,14.2729,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105355.IB,2105355.IB,2105355.IB,21北京债20,北京市人民政府,general,2021-07-02,2031-07-05,74.6998,3.33,CNY,,4.8137,4.4485,74.6998,108.5109,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105354.IB,2105354.IB,2105354.IB,21北京债19,北京市人民政府,,2021-07-02,2026-07-05,14.4,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105346.IB,2105346.IB,2105346.IB,21北京债11,北京市人民政府,general,2021-06-28,2036-06-29,5,3.67,CNY,,9.7973,8.3429,5,117.8746,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105345.IB,2105345.IB,2105345.IB,21北京债10,北京市人民政府,general,2021-06-28,2031-06-29,28.8224,3.34,CNY,,4.7973,4.3734,28.8224,100,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105344.IB,2105344.IB,2105344.IB,21北京债09,北京市人民政府,general,2021-06-28,2028-06-29,44.2224,3.22,CNY,,1.7973,1.7551,44.2224,104.2737,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105342.IB,2105342.IB,2105342.IB,21四川债38,四川省人民政府,general,2021-06-21,2028-06-22,111.3109,3.37,CNY,,1.7781,1.7299,111.3109,103.9875,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105338.IB,2105338.IB,2105338.IB,21山西债12,山西省人民政府,general,2021-06-22,2028-06-23,36.24,3.37,CNY,,1.7808,1.7337,36.24,104.1,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105318.IB,2105318.IB,2105318.IB,21河北债10,河北省人民政府,general,2021-06-15,2031-06-16,80,3.36,CNY,,4.7616,4.3989,80,109.3056,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105307.IB,2105307.IB,2105307.IB,21黑龙江债19,黑龙江省人民政府,general,2021-06-17,2031-06-18,36.877,3.37,CNY,,4.7671,4.3402,36.877,100,已取得,未完整,complete,partial,收盘价到期收益率（%）,,incomplete,缺失或无效：目标日有效到期收益率、到期收益率,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
2026-09-11,2105299.IB,2105299.IB,2105299.IB,21江西债09,江西省人民政府,,2021-06-15,2026-06-16,82.3264,,CNY,,,,0,,已取得,未完整,partial,partial,一般/专项分类；票面利率（%）；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；收盘净价（元）,,incomplete,缺失或无效：一般/专项分类、目标日有效到期收益率、到期收益率、剩余期限,3ad7078d-2eda-4b80-a2ca-268cfa025b75,ba6b5dfc-5cfc-4f8e-8410-8671c04564d9;68c6abaf-540b-47ea-ac60-13747c8090c2
