查询日期,Excel代码,匹配Wind代码,稳定债券身份,证券简称,发行人,一般/专项分类,发行日期,到期日期,发行规模（亿元）,票面利率（%）,币种,收盘价到期收益率（%）,剩余期限（年）,修正久期（年）,债券余额（亿元）,收盘净价（元）,记录覆盖,字段完整,基本信息查询状态,行情查询状态,缺失指标,冲突或校验信息,记录状态,原因,来源会话,原始请求ID
2026-09-11,173665.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173664.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173663.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173662.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173661.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173659.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173657.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173656.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173655.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173654.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173653.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173652.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173651.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173650.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173649.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173647.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173644.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173642.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173640.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173639.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173637.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173636.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173635.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173634.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173633.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173632.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173631.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173628.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173624.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173623.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173621.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173620.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173619.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173618.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173617.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173616.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173615.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173614.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173613.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173610.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173609.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173608.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173607.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173606.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173604.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173603.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173602.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173601.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173600.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173599.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173596.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173594.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173592.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173589.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173587.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173585.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173582.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173581.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173580.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173579.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173576.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173573.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173572.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173571.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173570.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173569.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173567.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173566.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173565.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173555.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173552.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173550.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173548.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173547.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173544.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173543.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,173536.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
