code,name,cohort,disposition,_diagnosticBucket,staticSyncStatus,regionId,bondType,issueDate,remainingYears,issueAmountYi,yieldPct,maturityDate,termYears,yieldDate,reason
2271366.IB,22湖北债139,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-01,,,,,,,已取得地方政府债名单，基本信息等待同步
2271367.IB,22湖北债140,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-01,,,,,,,已取得地方政府债名单，基本信息等待同步
2271368.IB,22湖北债141,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-01,,,,,,,已取得地方政府债名单，基本信息等待同步
2271369.IB,22湖北债142,before_20250808,incomplete,missing_required_static,pending,hubei,,2022-07-01,,,,,,,已取得地方政府债名单，基本信息等待同步
2271370.IB,22山东债45,before_20250808,incomplete,missing_required_static,pending,shandong,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271371.IB,22山东债46,before_20250808,incomplete,missing_required_static,pending,shandong,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271372.IB,22山东债47,before_20250808,incomplete,missing_required_static,pending,shandong,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271373.IB,22山东债48,before_20250808,incomplete,missing_required_static,pending,shandong,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271374.IB,22山东债49,before_20250808,incomplete,missing_required_static,pending,shandong,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271375.IB,22山东债50,before_20250808,incomplete,missing_required_static,pending,shandong,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271376.IB,22山东债51,before_20250808,incomplete,missing_required_static,pending,shandong,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271377.IB,22湖南债78,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271378.IB,22湖南债79,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271379.IB,22湖南债80,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271380.IB,22湖南债81,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271381.IB,22湖南债82,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271382.IB,22湖南债83,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271383.IB,22湖南债84,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271384.IB,22湖南债85,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271385.IB,22湖南债86,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271386.IB,22湖南债87,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271387.IB,22湖南债88,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271388.IB,22湖南债89,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271389.IB,22湖南债90,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271390.IB,22湖南债91,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271391.IB,22湖南债92,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271392.IB,22湖南债93,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271393.IB,22湖南债94,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271394.IB,22湖南债95,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271395.IB,22湖南债96,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271396.IB,22湖南债97,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271397.IB,22湖南债98,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271398.IB,22湖南债99,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271399.IB,22湖南债100,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2271400.IB,22河南债57,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271401.IB,22河南债58,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271402.IB,22河南债59,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271403.IB,22河南债60,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271404.IB,22河南债61,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271405.IB,22河南债62,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271406.IB,22河南债63,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271407.IB,22河南债64,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271408.IB,22河南债65,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271409.IB,22河南债66,before_20250808,incomplete,missing_required_static,pending,henan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271410.IB,22西藏债05,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271411.IB,22西藏债06,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271412.IB,22西藏债07,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271413.IB,22西藏债08,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271414.IB,22西藏债09,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271415.IB,22西藏债10,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271416.IB,22西藏债11,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271417.IB,22西藏债12,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271418.IB,22西藏债13,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271419.IB,22西藏债14,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271420.IB,22西藏债15,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271421.IB,22西藏债16,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271422.IB,22西藏债17,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271423.IB,22西藏债18,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271424.IB,22西藏债19,before_20250808,incomplete,missing_required_static,pending,tibet,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271425.IB,22湖南债101,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271426.IB,22湖南债102,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271427.IB,22湖南债103,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271428.IB,22湖南债104,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271429.IB,22湖南债105,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271430.IB,22湖南债106,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271431.IB,22湖南债107,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271432.IB,22湖南债108,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271433.IB,22湖南债109,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271434.IB,22湖南债110,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271435.IB,22湖南债111,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271436.IB,22湖南债112,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271437.IB,22湖南债113,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271438.IB,22湖南债114,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2271439.IB,22福建债49,before_20250808,incomplete,missing_required_static,pending,fujian,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271440.IB,22海南债24,before_20250808,incomplete,missing_required_static,pending,hainan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271441.IB,22海南债25,before_20250808,incomplete,missing_required_static,pending,hainan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271443.IB,22深圳债37,before_20250808,incomplete,missing_required_static,pending,shenzhen,,2022-06-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271444.IB,22深圳债38,before_20250808,incomplete,missing_required_static,pending,shenzhen,,2022-06-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271445.IB,22深圳债39,before_20250808,incomplete,missing_required_static,pending,shenzhen,,2022-06-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271446.IB,22宁波债14,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271447.IB,22宁波债15,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271448.IB,22宁波债16,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271449.IB,22宁波债17,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271450.IB,22宁波债18,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271451.IB,22宁波债19,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271452.IB,22宁波债20,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271453.IB,22宁波债21,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271454.IB,22宁波债22,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271455.IB,22宁波债23,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271456.IB,22宁波债24,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271457.IB,22宁波债25,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271458.IB,22宁波债26,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271459.IB,22宁波债27,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271460.IB,22宁波债28,before_20250808,incomplete,missing_required_static,pending,ningbo,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271461.IB,22吉林债38,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271462.IB,22吉林债39,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271463.IB,22吉林债40,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271464.IB,22吉林债41,before_20250808,incomplete,missing_required_static,pending,jilin,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271465.IB,22江苏债22,before_20250808,incomplete,missing_required_static,pending,jiangsu,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271466.IB,22江苏债23,before_20250808,incomplete,missing_required_static,pending,jiangsu,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271467.IB,22江苏债24,before_20250808,incomplete,missing_required_static,pending,jiangsu,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271468.IB,22贵州债28,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271469.IB,22贵州债29,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271470.IB,22贵州债30,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271471.IB,22贵州债31,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271472.IB,22贵州债32,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271473.IB,22贵州债33,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271474.IB,22贵州债34,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271475.IB,22贵州债35,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271476.IB,22贵州债36,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271477.IB,22贵州债37,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271478.IB,22贵州债38,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271479.IB,22贵州债39,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-06-30,,,,,,,已取得地方政府债名单，基本信息等待同步
2271480.IB,22重庆债26,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-06-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271481.IB,22重庆债27,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-06-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271482.IB,22重庆债28,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-06-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271483.IB,22重庆债29,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-06-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271484.IB,22重庆债30,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-06-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271485.IB,22重庆债31,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-07-06,,,,,,,已取得地方政府债名单，基本信息等待同步
2271486.IB,22重庆债32,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-07-06,,,,,,,已取得地方政府债名单，基本信息等待同步
2271487.IB,22重庆债33,before_20250808,incomplete,missing_required_static,pending,chongqing,,2022-07-06,,,,,,,已取得地方政府债名单，基本信息等待同步
2271488.IB,22湖南债115,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271489.IB,22湖南债116,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271490.IB,22湖南债117,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271491.IB,22湖南债118,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271492.IB,22湖南债119,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271493.IB,22湖南债120,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271494.IB,22湖南债121,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271495.IB,22湖南债122,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271496.IB,22湖南债123,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271497.IB,22湖南债124,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271498.IB,22湖南债125,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271499.IB,22湖南债126,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271500.IB,22湖南债127,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271501.IB,22湖南债128,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271502.IB,22湖南债129,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-06-29,,,,,,,已取得地方政府债名单，基本信息等待同步
2271503.IB,22广东债43,before_20250808,incomplete,missing_required_static,pending,guangdong,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271504.IB,22广东债44,before_20250808,incomplete,missing_required_static,pending,guangdong,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271505.IB,22广东债45,before_20250808,incomplete,missing_required_static,pending,guangdong,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271506.IB,22广东债46,before_20250808,incomplete,missing_required_static,pending,guangdong,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271507.IB,22河南债67,before_20250808,incomplete,missing_required_static,pending,henan,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271508.IB,22河南债68,before_20250808,incomplete,missing_required_static,pending,henan,,2022-07-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2271509.IB,22云南债27,before_20250808,incomplete,missing_required_static,pending,yunnan,,2022-07-06,,,,,,,已取得地方政府债名单，基本信息等待同步
2271510.IB,22天津债59,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271511.IB,22天津债60,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271512.IB,22天津债61,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271513.IB,22天津债62,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271514.IB,22天津债63,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271515.IB,22天津债64,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271516.IB,22天津债65,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-08,,,,,,,已取得地方政府债名单，基本信息等待同步
2271517.IB,22厦门债23,before_20250808,incomplete,missing_required_static,pending,xiamen,,2022-07-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2271518.IB,22湖南债130,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-07-06,,,,,,,已取得地方政府债名单，基本信息等待同步
2271519.IB,22湖南债131,before_20250808,incomplete,missing_required_static,pending,hunan,,2022-07-06,,,,,,,已取得地方政府债名单，基本信息等待同步
2271520.IB,22广西债37,before_20250808,incomplete,missing_required_static,pending,guangxi,,2022-07-12,,,,,,,已取得地方政府债名单，基本信息等待同步
2271521.IB,22广西债38,before_20250808,incomplete,missing_required_static,pending,guangxi,,2022-07-12,,,,,,,已取得地方政府债名单，基本信息等待同步
2271522.IB,22新疆债25,before_20250808,incomplete,missing_required_static,pending,xinjiang,,2022-07-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2271523.IB,22新疆债26,before_20250808,incomplete,missing_required_static,pending,xinjiang,,2022-07-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2271524.IB,22黑龙江债35,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2022-07-13,,,,,,,已取得地方政府债名单，基本信息等待同步
2271525.IB,22黑龙江债36,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2022-07-13,,,,,,,已取得地方政府债名单，基本信息等待同步
2271526.IB,22山东债52,before_20250808,incomplete,missing_required_static,pending,shandong,,2022-07-12,,,,,,,已取得地方政府债名单，基本信息等待同步
2271527.IB,22贵州债40,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-07-15,,,,,,,已取得地方政府债名单，基本信息等待同步
2271528.IB,22贵州债41,before_20250808,incomplete,missing_required_static,pending,guizhou,,2022-07-15,,,,,,,已取得地方政府债名单，基本信息等待同步
2271529.IB,22大连债17,before_20250808,incomplete,missing_required_static,pending,dalian,,2022-07-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271530.IB,22大连债18,before_20250808,incomplete,missing_required_static,pending,dalian,,2022-07-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271531.IB,22大连债19,before_20250808,incomplete,missing_required_static,pending,dalian,,2022-07-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2271532.IB,22上海债11,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271533.IB,22上海债12,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271534.IB,22上海债13,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271535.IB,22上海债14,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271536.IB,22上海债15,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271537.IB,22上海债16,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271538.IB,22上海债17,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271539.IB,22上海债18,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271540.IB,22上海债19,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271541.IB,22上海债20,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271542.IB,22上海债21,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271543.IB,22上海债22,before_20250808,incomplete,missing_required_static,pending,shanghai,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271544.IB,22天津债66,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271545.IB,22天津债67,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271546.IB,22天津债68,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271547.IB,22天津债69,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271548.IB,22天津债70,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271549.IB,22河北债64,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271550.IB,22河北债65,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-07-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2271551.IB,22陕西债46,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2022-07-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2271552.IB,22云南债28,before_20250808,incomplete,missing_required_static,pending,yunnan,,2022-07-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2271553.IB,22云南债29,before_20250808,incomplete,missing_required_static,pending,yunnan,,2022-07-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2271554.IB,22青岛债29,before_20250808,incomplete,missing_required_static,pending,qingdao,,2022-07-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2271555.IB,22青岛债30,before_20250808,incomplete,missing_required_static,pending,qingdao,,2022-07-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2271556.IB,22青岛债31,before_20250808,incomplete,missing_required_static,pending,qingdao,,2022-07-21,,,,,,,已取得地方政府债名单，基本信息等待同步
