code,name,cohort,disposition,_diagnosticBucket,staticSyncStatus,regionId,bondType,issueDate,remainingYears,issueAmountYi,yieldPct,maturityDate,termYears,yieldDate,reason
101995.IB,23湖南27,before_20250808,incomplete,outside_term_grid,completed,hunan,special,2023-03-24,1.542465753424657534246575342,6.5,,2028-03-27,2,,仅有指数收益率参考，不参与个券收益率汇总
101996.IB,23湖南28,before_20250808,incomplete,outside_term_grid,completed,hunan,special,2023-03-24,3.542465753424657534246575342,2.88,,2030-03-27,4,,仅有指数收益率参考，不参与个券收益率汇总
101997.IB,23湖南29,before_20250808,incomplete,outside_term_grid,completed,hunan,special,2023-03-24,11.54794520547945205479452055,8.8709,,2038-03-27,12,,仅有指数收益率参考，不参与个券收益率汇总
101998.IB,23湖南30,before_20250808,incomplete,outside_term_grid,completed,hunan,special,2023-03-24,16.55068493150684931506849315,2.69,,2043-03-27,17,,仅有指数收益率参考，不参与个券收益率汇总
104502.IB,19海南债02,before_20250808,incomplete,outside_term_grid,completed,hainan,general,2019-01-31,2.394520547945205479452054795,40,,2029-02-01,2,,仅有指数收益率参考，不参与个券收益率汇总
104505.IB,19广东债02,before_20250808,incomplete,outside_term_grid,completed,guangdong,general,2019-01-31,2.394520547945205479452054795,86.4,,2029-02-01,2,,仅有指数收益率参考，不参与个券收益率汇总
104506.IB,19广东债03,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-01-31,2.394520547945205479452054795,26,,2029-02-01,2,,仅有指数收益率参考，不参与个券收益率汇总
104510.IB,19广东债07,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-01-31,2.394520547945205479452054795,40,,2029-02-01,2,,仅有指数收益率参考，不参与个券收益率汇总
104512.IB,19广东债09,before_20250808,incomplete,outside_term_grid,completed,guangdong,general,2019-02-20,2.449315068493150684931506849,44.4,,2029-02-21,2,,仅有指数收益率参考，不参与个券收益率汇总
104516.IB,19广东债13,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-02-20,2.449315068493150684931506849,1.45,,2029-02-21,2,,仅有指数收益率参考，不参与个券收益率汇总
104519.IB,19广东债16,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-02-20,2.449315068493150684931506849,102.855,,2029-02-21,2,,仅有指数收益率参考，不参与个券收益率汇总
104520.IB,19广东债17,before_20250808,incomplete,only_missing_target_day_yield,completed,guangdong,special,2019-02-20,7.452054794520547945205479452,14,,2034-02-21,7,,仅有指数收益率参考，不参与个券收益率汇总
104521.IB,19广东债18,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-02-20,12.45479452054794520547945205,4.355,,2039-02-21,12,,仅有指数收益率参考，不参与个券收益率汇总
104522.IB,19湖南债01,before_20250808,incomplete,outside_term_grid,completed,hunan,general,2019-02-21,2.452054794520547945205479452,200,,2029-02-22,2,,仅有指数收益率参考，不参与个券收益率汇总
104524.IB,19四川债20,before_20250808,incomplete,outside_term_grid,completed,sichuan,general,2019-02-25,2.463013698630136986301369863,100,,2029-02-26,2,,仅有指数收益率参考，不参与个券收益率汇总
104525.IB,19四川债21,before_20250808,incomplete,outside_term_grid,completed,sichuan,general,2019-02-25,2.463013698630136986301369863,16.3403,,2029-02-26,2,,仅有指数收益率参考，不参与个券收益率汇总
104526.IB,19四川债22,before_20250808,incomplete,outside_term_grid,completed,sichuan,special,2019-02-25,2.463013698630136986301369863,49.8775,,2029-02-26,2,,仅有指数收益率参考，不参与个券收益率汇总
104531.IB,19四川债27,before_20250808,incomplete,outside_term_grid,completed,sichuan,special,2019-02-25,2.463013698630136986301369863,2.98,,2029-02-26,2,,仅有指数收益率参考，不参与个券收益率汇总
104532.IB,19四川债28,before_20250808,incomplete,outside_term_grid,completed,sichuan,special,2019-02-25,2.463013698630136986301369863,0.3,,2029-02-26,2,,仅有指数收益率参考，不参与个券收益率汇总
104534.IB,19四川债30,before_20250808,incomplete,outside_term_grid,completed,sichuan,special,2019-02-25,2.463013698630136986301369863,10.9,,2029-02-26,2,,仅有指数收益率参考，不参与个券收益率汇总
104536.IB,19四川债32,before_20250808,incomplete,outside_term_grid,completed,sichuan,special,2019-02-25,2.463013698630136986301369863,2.01,,2029-02-26,2,,仅有指数收益率参考，不参与个券收益率汇总
104537.IB,19四川债33,before_20250808,incomplete,outside_term_grid,completed,sichuan,special,2019-02-25,2.463013698630136986301369863,0.61,,2029-02-26,2,,仅有指数收益率参考，不参与个券收益率汇总
104539.IB,19黑龙江债01,before_20250808,incomplete,only_missing_target_day_yield,completed,heilongjiang,general,2019-03-15,2.517808219178082191780821918,225.2771,,2029-03-18,3,,仅有指数收益率参考，不参与个券收益率汇总
104540.IB,19黑龙江债02,before_20250808,incomplete,outside_term_grid,completed,heilongjiang,general,2019-03-15,12.52328767123287671232876712,80,,2039-03-18,13,,仅有指数收益率参考，不参与个券收益率汇总
104545.IB,19宁夏债04,before_20250808,incomplete,only_missing_target_day_yield,completed,ningxia,special,2019-03-22,2.536986301369863013698630137,21,,2029-03-25,3,,仅有指数收益率参考，不参与个券收益率汇总
104548.IB,19宁夏债07,before_20250808,incomplete,only_missing_target_day_yield,completed,ningxia,special,2019-03-22,2.536986301369863013698630137,8.3207,,2029-03-25,3,,仅有指数收益率参考，不参与个券收益率汇总
104550.IB,19宁夏债09,before_20250808,incomplete,only_missing_target_day_yield,completed,ningxia,special,2019-03-22,2.536986301369863013698630137,0.59,,2029-03-25,3,,仅有指数收益率参考，不参与个券收益率汇总
104553.IB,19浙江债05,before_20250808,incomplete,only_missing_target_day_yield,completed,zhejiang,general,2019-03-29,2.556164383561643835616438356,29,,2029-04-01,3,,仅有指数收益率参考，不参与个券收益率汇总
104555.IB,19浙江债07,before_20250808,incomplete,only_missing_target_day_yield,completed,zhejiang,special,2019-03-29,2.556164383561643835616438356,10,,2029-04-01,3,,仅有指数收益率参考，不参与个券收益率汇总
104556.IB,19浙江债08,before_20250808,incomplete,only_missing_target_day_yield,completed,zhejiang,special,2019-03-29,2.556164383561643835616438356,156.7,,2029-04-01,3,,仅有指数收益率参考，不参与个券收益率汇总
104560.IB,19深圳债04,before_20250808,incomplete,only_missing_target_day_yield,completed,shenzhen,special,2019-03-28,2.547945205479452054794520548,18.5,,2029-03-29,3,,仅有指数收益率参考，不参与个券收益率汇总
104561.IB,19深圳债05,before_20250808,incomplete,only_missing_target_day_yield,completed,shenzhen,special,2019-03-28,2.547945205479452054794520548,5,,2029-03-29,3,,仅有指数收益率参考，不参与个券收益率汇总
104566.IB,19深圳债10,before_20250808,incomplete,outside_term_grid,completed,shenzhen,special,2019-03-28,7.550684931506849315068493151,7,,2034-03-29,8,,仅有指数收益率参考，不参与个券收益率汇总
104568.IB,19深圳债12,before_20250808,incomplete,outside_term_grid,completed,shenzhen,special,2019-03-28,7.550684931506849315068493151,15,,2034-03-29,8,,仅有指数收益率参考，不参与个券收益率汇总
104571.IB,19甘肃债04,before_20250808,incomplete,only_missing_target_day_yield,completed,gansu,general,2019-03-25,2.539726027397260273972602740,23.11,,2029-03-26,3,,仅有指数收益率参考，不参与个券收益率汇总
104572.IB,19甘肃债05,before_20250808,incomplete,outside_term_grid,completed,gansu,special,2019-07-23,12.87397260273972602739726027,33.66,,2039-07-24,13,,仅有指数收益率参考，不参与个券收益率汇总
104575.IB,19湖北债16,before_20250808,incomplete,only_missing_target_day_yield,completed,hubei,general,2019-03-29,2.556164383561643835616438356,180.0547,,2029-04-01,3,,仅有指数收益率参考，不参与个券收益率汇总
104584.IB,19山西债14,before_20250808,incomplete,only_missing_target_day_yield,completed,shanxi,general,2019-04-11,2.586301369863013698630136986,24,,2029-04-12,3,,仅有指数收益率参考，不参与个券收益率汇总
104588.IB,19山西债18,before_20250808,incomplete,only_missing_target_day_yield,completed,shanxi,special,2019-04-11,2.586301369863013698630136986,20.76,,2029-04-12,3,,仅有指数收益率参考，不参与个券收益率汇总
104593.IB,19山西债23,before_20250808,incomplete,only_missing_target_day_yield,completed,shanxi,special,2019-04-11,2.586301369863013698630136986,6.71,,2029-04-12,3,,仅有指数收益率参考，不参与个券收益率汇总
104597.IB,19福建债12,before_20250808,incomplete,only_missing_target_day_yield,completed,fujian,general,2019-05-16,2.682191780821917808219178082,112.9365,,2029-05-17,3,,仅有指数收益率参考，不参与个券收益率汇总
104601.IB,19湖南债07,before_20250808,incomplete,only_missing_target_day_yield,completed,hunan,special,2019-04-25,2.624657534246575342465753425,9.884,,2029-04-26,3,,仅有指数收益率参考，不参与个券收益率汇总
104616.IB,19广东债26,before_20250808,incomplete,only_missing_target_day_yield,completed,guangdong,special,2019-05-29,2.717808219178082191780821918,4.5518,,2029-05-30,3,,仅有指数收益率参考，不参与个券收益率汇总
104617.IB,19广东债27,before_20250808,incomplete,only_missing_target_day_yield,completed,guangdong,special,2019-05-29,2.717808219178082191780821918,20.52,,2029-05-30,3,,仅有指数收益率参考，不参与个券收益率汇总
104618.IB,19广东债28,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-05-29,12.72328767123287671232876712,4.65,,2039-05-30,13,,仅有指数收益率参考，不参与个券收益率汇总
104619.IB,19广东债29,before_20250808,incomplete,only_missing_target_day_yield,completed,guangdong,special,2019-05-29,2.717808219178082191780821918,14.7362,,2029-05-30,3,,仅有指数收益率参考，不参与个券收益率汇总
104620.IB,19广东债30,before_20250808,incomplete,only_missing_target_day_yield,completed,guangdong,special,2019-05-29,2.717808219178082191780821918,6,,2029-05-30,3,,仅有指数收益率参考，不参与个券收益率汇总
104621.IB,19广东债31,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-05-29,7.720547945205479452054794521,9.0851,,2034-05-30,8,,仅有指数收益率参考，不参与个券收益率汇总
104622.IB,19广东债32,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-05-29,12.72328767123287671232876712,3.1,,2039-05-30,13,,仅有指数收益率参考，不参与个券收益率汇总
104623.IB,19广东债33,before_20250808,incomplete,only_missing_target_day_yield,completed,guangdong,special,2019-05-29,2.717808219178082191780821918,94.7326,,2029-05-30,3,,仅有指数收益率参考，不参与个券收益率汇总
104624.IB,19广东债34,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-05-29,7.720547945205479452054794521,12.6052,,2034-05-30,8,,仅有指数收益率参考，不参与个券收益率汇总
104625.IB,19广东债35,before_20250808,incomplete,outside_term_grid,completed,guangdong,special,2019-05-29,12.72328767123287671232876712,10.9442,,2039-05-30,13,,仅有指数收益率参考，不参与个券收益率汇总
104627.IB,19四川债86,before_20250808,incomplete,outside_term_grid,completed,sichuan,general,2019-06-03,22.74520547945205479452054795,70,,2049-06-04,23,,仅有指数收益率参考，不参与个券收益率汇总
104631.IB,19四川债90,before_20250808,incomplete,only_missing_target_day_yield,completed,sichuan,special,2019-06-03,2.731506849315068493150684932,2.32,,2029-06-04,3,,仅有指数收益率参考，不参与个券收益率汇总
104632.IB,19四川债91,before_20250808,incomplete,outside_term_grid,completed,sichuan,special,2019-06-03,12.73698630136986301369863014,3,,2039-06-04,13,,仅有指数收益率参考，不参与个券收益率汇总
104635.IB,19四川债94,before_20250808,incomplete,only_missing_target_day_yield,completed,sichuan,special,2019-06-03,2.731506849315068493150684932,3.65,,2029-06-04,3,,仅有指数收益率参考，不参与个券收益率汇总
104636.IB,19四川债95,before_20250808,incomplete,outside_term_grid,completed,sichuan,special,2019-06-03,12.73698630136986301369863014,1,,2039-06-04,13,,仅有指数收益率参考，不参与个券收益率汇总
104639.IB,19深圳债16,before_20250808,incomplete,only_missing_target_day_yield,completed,shenzhen,special,2019-06-17,2.769863013698630136986301370,80,,2029-06-18,3,,仅有指数收益率参考，不参与个券收益率汇总
104640.IB,19深圳债17,before_20250808,incomplete,only_missing_target_day_yield,completed,shenzhen,special,2019-06-17,2.769863013698630136986301370,64,,2029-06-18,3,,仅有指数收益率参考，不参与个券收益率汇总
104641.IB,19陕西债13,before_20250808,incomplete,outside_term_grid,completed,shaanxi,general,2019-06-24,22.80273972602739726027397260,110.6006,,2049-06-25,23,,仅有指数收益率参考，不参与个券收益率汇总
104642.IB,19陕西债14,before_20250808,incomplete,outside_term_grid,completed,shaanxi,special,2019-06-24,7.791780821917808219178082192,90,,2034-06-25,8,,仅有指数收益率参考，不参与个券收益率汇总
104643.IB,19陕西债15,before_20250808,incomplete,only_missing_target_day_yield,completed,shaanxi,special,2019-06-24,2.789041095890410958904109589,21.42,,2029-06-25,3,,仅有指数收益率参考，不参与个券收益率汇总
104644.IB,19陕西债16,before_20250808,incomplete,only_missing_target_day_yield,completed,shaanxi,special,2019-06-24,2.789041095890410958904109589,6,,2029-06-25,3,,仅有指数收益率参考，不参与个券收益率汇总
104645.IB,19广西债14,before_20250808,incomplete,only_missing_target_day_yield,completed,guangxi,special,2019-06-19,2.775342465753424657534246575,78,,2029-06-20,3,,仅有指数收益率参考，不参与个券收益率汇总
104646.IB,19广西债15,before_20250808,incomplete,outside_term_grid,completed,guangxi,special,2019-06-19,22.78904109589041095890410959,9.51,,2049-06-20,23,,仅有指数收益率参考，不参与个券收益率汇总
104647.IB,19广西债16,before_20250808,incomplete,outside_term_grid,completed,guangxi,special,2019-06-19,22.78904109589041095890410959,20.62,,2049-06-20,23,,仅有指数收益率参考，不参与个券收益率汇总
104648.IB,19广西债17,before_20250808,incomplete,outside_term_grid,completed,guangxi,special,2019-06-19,22.78904109589041095890410959,5.85,,2049-06-20,23,,仅有指数收益率参考，不参与个券收益率汇总
