债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
25广东债56,104.12,2.0019,1.19,2.0019,1.5
25苏交通MTN008,100.43,1.5975,0.75,1.5975,1.5
20广东债35,105.4,1.3678,,1.3678,1.5
26河北债19,101.76,1.7679,0.04,1.7679,1.5
26河北债05,101.92,1.7676,,1.7676,1.5
24重庆债46,103.46,1.61,-1.25,1.61,1.4
25浙江债56,102.19,1.7341,-0.14,1.7341,1.4
23广东债13,109.1,1.4836,1.38,1.4843,1.4
24洛阳城乡MTN003,101.06,1.6248,0.48,1.6318,1.4
25建行永续债01BC,100.93,1.725,-2.5,1.725,1.4
25昆明高速MTN001,100.17,1.8,-8.39,1.8015,1.4
26湖南债30,100.65,2.28,0.5,2.2774,1.4
24交行二级资本债02B,103.13,2.0897,0.05,2.0897,1.4
23广州农商行二级资本债01,104.71,3.8682,0.35,3.8661,1.4
26湖南21,102.56,2.281,0.7,2.2775,1.4
26兴业银行二级资本债01,100.68,1.9114,1.0,1.9118,1.4
26中建一局SCP003,99.96,1.5,1.0,1.5,1.4
26农行TLAC非资本债01B(BC),100.96,1.8175,1.0,1.8155,1.4
25金开新能GN003(碳中和债),100.81,1.72,-3.0,1.72,1.4
26车谷城发MTN002,100.65,1.8139,-0.11,1.8174,1.4
25电网MTN016,102.28,1.9765,-0.35,1.9769,1.4
22邮储银行永续债01,100.68,,,,1.4
25中国旅游MTN002,100.4,1.6476,,1.6459,1.4
26江苏债34,100.32,1.755,0.18,1.755,1.4
21农发清发04,103.27,1.4425,0.25,1.4425,1.4
26中山农商行小微债01,99.97,1.65,1.0,1.6503,1.4
22曲文投MTN002,99.96,3.8301,,3.7817,1.4
25浦发银行01,100.52,1.4925,1.0,1.4929,1.4
25曲文投MTN003,101.81,3.49,10.03,3.455,1.4
21贵州债29,116.27,1.6975,-0.25,1.697,1.4
25国开14,99.88,1.4124,-0.06,1.4102,1.4
23宁波债16,114.33,2.0425,-0.25,2.0436,1.4
26河北债17,104.06,2.28,0.8,2.2789,1.4
26河北40,100.56,1.7675,0.15,1.7675,1.4
26广东债05,103.73,2.275,0.5,2.2753,1.4
19进出10,106.28,1.4575,-0.45,1.4561,1.4
23天津87,103.16,1.28,-1.88,1.28,1.4
25上海银行债02,100.67,1.5475,-0.25,1.5493,1.4
26交通银行CD089,99.29,1.4501,1.26,1.4501,1.4
24山东22,110.49,2.155,0.5,2.155,1.4
24杭州银行永续债01,101.96,,,,1.4
21北京银行永续债02,100.58,,,,1.37
24川华西MTN001,100.91,1.77,-0.71,1.7729,1.35
26电投绿能SCP004,100.0,1.5199,,1.5199,1.32
20进出10,105.87,1.505,1.0,1.505,1.3
26天津债54,99.81,1.6399,1.24,1.638,1.3
26冀中峰峰MTN002A,100.0,2.4499,-0.01,2.4495,1.3
26山东债88,99.95,2.2825,1.0,2.2798,1.3
24附息国债03,100.42,1.0801,1.0,1.0801,1.3
24农行永续债03BC,101.87,,,,1.3
25国电MTN001,100.32,1.56,-3.0,1.56,1.3
26河北39,103.01,2.28,1.01,2.2787,1.3
24浦发银行二级资本债01B,102.47,2.0801,0.05,2.0801,1.3
26中信建投CP009,99.99,1.4701,0.71,1.4701,1.3
21平安银行二级,100.36,3.6102,1.0,3.6133,1.3
23广东债16,116.11,2.0127,0.3,2.0131,1.3
26广东债21,104.34,2.277,0.7,2.2773,1.3
26内蒙古06,101.5,2.08,0.75,2.08,1.3
25象屿MTN007B,101.35,,,,1.3
25宿州城投MTN001,101.69,1.76,-4.91,1.7597,1.3
21浙商银行永续债,100.48,,,,1.3
26华夏银行CD166,99.65,1.3792,-0.01,1.3792,1.3
26江西交投MTN002,100.16,1.6321,-0.29,1.6306,1.3
26招商公路MTN001,99.83,1.6127,9.27,1.6079,1.3
25中冶MTN005,100.95,,,,1.3
26长沙银行CD112,99.64,1.3887,-1.01,1.3849,1.3
22上海28,104.22,1.3175,-0.42,1.3175,1.3
26湘高速CP003,99.98,1.4,-12.57,1.4287,1.3
23中信银行二级资本债01A,103.54,2.6476,0.01,2.6475,1.3
21广东债90,104.27,1.16,1.0,1.16,1.3
23进出10,108.86,1.635,0.25,1.6373,1.3
22附息国债19,106.7,1.4225,0.25,1.4225,1.265
25武金控MTN003,101.06,,,,1.24
26香格里拉MTN002A(BC),100.05,1.8082,0.01,1.8082,1.2
25四川11,101.55,1.652,2.66,1.6523,1.2
19农发06,106.27,1.4553,0.28,1.4553,1.2
26张家产投MTN002(科创债),100.0,1.7898,-1.02,1.7898,1.2
25江西交投MTN005,100.47,1.6,-1.75,1.6,1.2
24滨建投MTN003,100.64,1.6,1.01,1.6,1.2
26中建材集MTN001(科创债),99.98,1.745,1.0,1.7475,1.2
25中电投MTN010,100.27,1.565,0.5,1.565,1.2
26河北债15,103.86,2.279,0.4,2.2792,1.2
24湖州城投MTN003,102.41,,,,1.2
26四川债04,103.68,2.2775,0.25,2.2783,1.2
24云南债38,104.21,2.16,0.75,2.1596,1.2
24东莞银行02,100.62,1.49,1.0,1.49,1.2
26赣出版SCP004,99.94,1.515,,1.515,1.2
23北京10,102.34,1.22,-1.0,1.227,1.2
23厦门国际二级资本债01,104.08,3.2716,-0.28,3.2719,1.2
25长沙银行债01,100.71,1.51,1.0,1.51,1.2
25农行永续债01BC,100.99,1.7225,-3.25,1.7225,1.2
24天津农商行二级资本债01,101.84,2.3297,-0.17,2.3297,1.2
24诸暨国资MTN002,100.96,2.0745,0.4,2.0745,1.2
26玄武高新PPN001,101.29,1.9759,-1.24,1.9759,1.2
25涪陵新城MTN001A,103.62,1.7801,,1.7801,1.2
23农行二级资本债02B,109.43,2.4348,0.33,2.4344,1.2
25平安租赁MTN011,100.42,1.57,1.0,1.5705,1.2
25农发清发09,99.98,1.3558,0.02,1.3558,1.2
26国新控股MTN002(稳增长扩投资专项债),100.61,2.0491,0.45,2.0473,1.2
26福建港口SCP005,99.93,1.5201,1.02,1.5201,1.2
24重庆银行小微债01,100.52,1.5,1.0,1.5,1.2
24鄂联投MTN007,99.82,2.495,1.0,2.4723,1.2
26蜀道投资MTN008,100.09,,,,1.2
25潜江城投PPN001,101.47,2.258,-15.16,2.258,1.2
24华能MTN003,105.44,1.91,1.0,1.91,1.2
22之江城投PPN001,100.21,1.54,,1.54,1.2
24江苏债03,104.6,1.4188,0.48,1.4208,1.2
24长春公交MTN002B,104.15,1.82,-6.74,1.8393,1.2
26东莞农村商业银行CD015,99.23,1.4044,0.36,1.4044,1.2
22上海银行二级资本债01,101.64,3.2435,0.36,3.2424,1.2
25电网MTN017,102.27,1.9775,-0.25,1.9775,1.2
26电网MTN011,100.32,2.0325,0.25,2.035,1.2
21安徽债38,116.88,1.675,,1.6713,1.2
22南京银行永续债01,101.98,,,,1.2
26辽宁债34,102.9,2.2852,1.27,2.2851,1.2
26长沙水业MTN001,100.17,,,,1.2
24水发集团MTN005,100.03,1.8615,0.15,1.8615,1.2
26夏商MTN001,99.86,,,,1.2
26津城建MTN017,100.23,1.93,-2.0,1.93,1.2
22山东债26,125.43,2.155,,2.155,1.2
24赣州发展MTN002,102.93,1.705,-1.0,1.7017,1.2
25宁夏债14,98.61,2.13,-0.5,2.13,1.2
25中冶MTN004,100.97,,,,1.2
25河南债120,104.14,2.2848,0.73,2.2848,1.2
26大宁MTN002,100.0,1.69,1.0,1.69,1.2
26青岛海洋PPN001,100.9,1.8306,,1.8306,1.2
26江苏债07,100.86,1.5975,-0.23,1.5975,1.2
24六合新城MTN002,100.55,1.6209,-2.99,1.6209,1.2
22越秀集团MTN004,101.31,1.54,-1.0,1.54,1.2
25晋江城投MTN006,101.87,1.78,,1.78,1.2
24泸州高新MTN001,102.26,1.78,-4.07,1.78,1.2
25汇金MTN002,100.41,1.55,1.0,1.55,1.2
23进出05,102.01,1.41,-1.2,1.41,1.2
24四川债65,105.08,1.8451,1.0,1.8451,1.2
26南京银行债01BC,99.97,1.58,0.5,1.5846,1.2
26山东债66,101.31,2.0468,-0.12,2.0468,1.2
22长春轨交PPN001,100.72,1.6599,-1.01,1.6599,1.16
26昆仑金租债01,99.92,1.65,-4.0,1.65,1.1
24中行TLAC非资本债01B,101.93,1.8021,0.12,1.8021,1.1
24农行TLAC非资本债01A(BC),100.64,1.8446,0.1,1.844,1.1
26江苏债14,104.33,2.2775,0.96,2.2774,1.1
26象屿SCP005,100.01,1.5801,,1.5801,1.1
21工商银行二级02,100.51,3.3708,0.14,3.3708,1.1
26工行永续债01BC,100.77,,,,1.1
26广东债39,100.0,2.05,0.25,2.0473,1.1
26银河证券CP002,100.0,1.4832,0.43,1.4832,1.1
24交行债01,100.51,1.4601,0.01,1.4601,1.1
26远东租赁MTN006,100.03,1.83,-0.71,1.83,1.1
25中冶置业MTN001,100.68,3.2365,-0.45,3.2365,1.1
26西南水泥SCP001,100.0,1.5002,-0.96,1.5002,1.1
26晋江城投MTN001,100.01,1.715,-0.5,1.7173,1.1
26农发清发10,100.35,1.79,1.0,1.7904,1.1
26中原豫资MTN002,99.76,1.8,1.0,1.8,1.1
26建行TLAC非资本债01B(BC),100.35,1.7953,1.0,1.7951,1.1
26广州地铁SCP004,99.94,1.4999,-0.02,1.4999,1.1
25农行二级资本债02A(BC),100.73,1.83,0.15,1.83,1.1
24中行二级资本债01A,102.75,2.3683,-0.06,2.3684,1.1
24浙江34,105.33,2.155,,2.1459,1.1
24国开19,100.42,1.7378,0.1,1.7371,1.1
23工行二级资本债02B,108.33,2.3725,-0.12,2.3726,1.1
20福建债32,114.5,1.6575,0.25,1.6575,1.1
26工商银行CD084,98.55,1.4725,-0.5,1.4725,1.1
22宁波债29,104.55,1.311,0.22,1.311,1.1
23新中泰集MTN001,100.62,1.7401,9.7,1.7401,1.08
25昆山国创MTN006,102.57,,,,1.06
26金风科技MTN002(科创债),100.09,,,,1.04
26河北债47,99.79,1.4952,-0.03,1.4952,1.0
23湖北债120,105.44,1.3884,-0.06,1.388,1.0
25江苏债08,101.61,1.4604,3.37,1.4604,1.0
24安徽债27,104.09,1.4157,1.57,1.4157,1.0
26湖南债12,101.91,1.77,-0.2,1.77,1.0
25内蒙古债04,102.41,1.6536,0.61,1.6536,1.0
24广东债93,105.4,1.815,-1.39,1.815,1.0
25湖北债61,100.47,1.8908,-0.84,1.8917,1.0
24福建债46,104.08,1.8508,-0.36,1.8508,1.0
25福建债09,101.94,1.8657,-0.09,1.8657,1.0
25广东债17,101.15,1.6366,0.74,1.6366,1.0
26浙江46,99.92,1.3685,0.25,1.3685,1.0
22上海30,107.45,1.4625,3.0,1.4625,1.0
26河南32,100.44,1.5994,-0.01,1.5995,1.0
24附息国债18,102.29,1.3925,0.25,1.3913,1.0
26沪电气MTN001(科创债/并购),100.05,1.67,,1.67,1.0
26中兴通讯SCP024,99.99,1.4699,2.03,1.4699,1.0
26厦门国际银行CD078,98.89,1.495,0.01,1.495,1.0
26陕西债52,100.16,2.25,1.0,2.25,1.0
25百联集MTN002,100.58,1.6,1.0,1.6,1.0
26浦发银行CD081,98.52,1.465,0.83,1.465,1.0
21桂铁投MTN001,100.15,1.5035,-1.66,1.5035,1.0
26海淀国资MTN004B,100.91,1.86,-3.0,1.8597,1.0
24民生银行二级资本债01,102.15,2.1897,-0.07,2.1895,1.0
25甘肃银行CD129,98.35,1.47,,1.47,1.0
26中信银行永续债01BC,100.91,,,,1.0
25桂铁投MTN005,100.89,1.66,-1.16,1.66,1.0
26中交三航SCP020,99.97,1.4901,1.0,1.4901,1.0
21招商银行永续债,100.51,,,,1.0
26兴业银行永续债01BC,100.59,,,,1.0
26济南高新SCP004,100.01,1.5151,-0.49,1.5151,1.0
21富湾债01,105.5,1.657,,1.6597,1.0
26华阳新材MTN009,99.99,,,,1.0
26武金控SCP003,100.02,1.5601,1.02,1.555,1.0
26海螺科创MTN001,100.0,1.6199,1.0,1.6194,1.0
26农业银行CD074,99.29,1.4499,0.97,1.4499,1.0
26伊犁财通PPN001,100.75,2.046,-3.4,2.046,1.0
24连云城建MTN002,101.62,1.7127,-3.73,1.7127,1.0
25嘉经控股MTN005,100.72,1.8483,,1.8483,1.0
26宣城国资MTN002,100.16,1.845,1.0,1.843,1.0
24湖南33,105.43,1.8283,-1.51,1.8277,1.0
24中信银行债02BC,100.66,1.48,1.0,1.48,1.0
24汇金MTN005,101.23,1.6298,-0.27,1.6298,1.0
26郑州银行CD078,98.9,1.473,-0.71,1.473,1.0
26南京银行CD249,99.28,1.4649,,1.4649,1.0
23安徽债23,114.49,1.7266,-1.97,1.7268,1.0
23江苏债09,114.9,1.6984,,1.6986,1.0
26杭州银行CD080,98.9,1.47,,1.47,1.0
23湖南债11,114.59,1.7261,,1.7263,1.0
25建安投资PPN002,101.09,1.4919,,1.493,1.0
26光大控股MTN002,100.66,,,,1.0
24首旅MTN011B,101.62,,,,1.0
24兴业银行永续债01,101.89,,,,1.0
25五矿集MTN024(并购),100.75,,,,1.0
25五矿集MTN015,101.1,,,,1.0
23成都农商行永续债01,104.3,,,,1.0
24宁经开MTN002B,103.04,1.7667,,1.7667,1.0
22临港经济MTN001,100.31,1.5226,-0.74,1.5215,1.0
25中国银行CD065,98.36,1.3913,1.0,1.3913,1.0
26南航股SCP016,99.94,1.515,-0.01,1.515,1.0
25内蒙古债26,103.25,1.76,-0.32,1.76,1.0
25浙江债80,102.17,1.745,-0.34,1.745,1.0
21浙江49,109.03,1.4,-1.5,1.4,1.0
26青岛农商行CD030,98.79,1.7399,27.0,1.7399,1.0
25广西债24,102.62,2.23,0.4,2.2304,1.0
26义乌国资MTN004,100.06,,,,1.0
26九龙江MTN002A,100.59,,,,1.0
25万州经开MTN003,101.13,1.9219,-34.68,2.0254,1.0
25农业银行CD403,98.41,1.4423,0.22,1.4423,1.0
26重庆30,100.11,1.6025,0.37,1.6025,1.0
25中电投MTN004(能源保供特别债),101.1,,,,1.0
24陕西债13,107.55,2.0975,0.05,2.0963,1.0
26交通银行CD111,98.92,1.4639,0.38,1.4639,1.0
20上海债09,107.42,1.32,1.0,1.32,1.0
25工商银行CD283,98.45,1.4399,-0.02,1.4399,1.0
26大唐租赁SCP006,99.98,1.5002,1.01,1.5052,1.0
26广州银行CD112,98.52,1.4975,,1.4975,1.0
24招商局MTN003,100.06,1.4701,1.01,1.4701,1.0
26光大银行CD074,98.54,1.485,1.0,1.485,1.0
25广东债32,101.07,1.4777,2.57,1.4774,1.0
26斯洛文尼债01BC,100.37,1.74,-1.0,1.74,1.0
24广东债14,104.72,1.42,,1.42,1.0
24金华融盛MTN003,101.55,1.7782,-2.18,1.7791,1.0
26中国银行CD021,99.28,1.4351,-0.01,1.4351,1.0
26重庆农村商行CD139,98.53,1.495,,1.495,1.0
24山东债02,105.2,1.431,-0.24,1.431,1.0
23农发15,102.21,1.44,1.0,1.44,1.0
26晋陵投资MTN002,99.69,1.875,6.5,1.875,1.0
26诚通控股MTN003B(科创债),100.0,2.22,0.01,2.22,1.0
25澴川国资MTN001B,102.76,1.87,-7.18,1.8676,1.0
26临沂城投CP003,100.09,1.4103,-0.96,1.4091,1.0
25济南建工SCP002,100.01,1.8987,,1.8987,1.0
26江铜股份MTN004A(并购),100.0,2.1,,2.1,1.0
26湖南钢铁CP001,99.92,1.53,1.0,1.53,1.0
23安徽债60,113.94,2.0525,,2.0533,1.0
26泉州交通MTN005,100.07,1.785,0.11,1.785,1.0
25中行二级资本债02BC,101.48,1.9817,0.13,1.9812,1.0
26上饶城投PPN002,100.04,1.71,0.27,1.7135,1.0
25大连城投MTN001,102.73,1.9,-5.0,1.8996,1.0
25南京银行二级资本债01BC,101.14,1.9043,-0.21,1.9043,1.0
25注资特别国债01,100.38,1.34,-1.0,1.34,1.0
25南电MTN008,101.18,1.7506,-0.25,1.7506,1.0
26江苏苏州农商银行CD031,99.63,1.4498,,1.4498,1.0
26广州地铁SCP010,99.96,1.5,1.0,1.5,1.0
26江苏41,99.86,1.755,0.09,1.755,1.0
26华夏银行CD071,98.53,1.4657,0.42,1.4657,1.0
26闽高速MTN001,100.03,1.665,-0.58,1.666,1.0
26广东债35,103.5,2.2775,0.75,2.2775,1.0
26青岛10,101.06,1.5831,0.22,1.5831,1.0
26民生银行CD119,99.28,1.4399,,1.4399,1.0
26开福城投MTN002,100.08,1.733,0.11,1.7325,1.0
26中兴通讯SCP026,99.99,1.4699,0.97,1.4699,1.0
25山西建投MTN001,101.13,,,,1.0
26内蒙古债13,100.53,1.77,-0.5,1.77,1.0
26温州银行CD061,98.52,1.51,1.0,1.51,1.0
26首钢股份SCP002,99.95,1.5002,1.02,1.5002,1.0
26江苏26,100.24,2.235,0.9,2.235,1.0
25稠州商行二级资本债01,100.18,2.5264,,2.5268,1.0
26兴业银行CD145,99.27,1.4631,0.41,1.4631,1.0
26山东债29,101.84,1.759,-0.35,1.759,1.0
26华夏银行CD092,99.29,1.4399,-0.01,1.4399,1.0
26广发银行CD038,98.51,1.46,1.0,1.46,1.0
24中电投MTN029,100.14,,,,1.0
26中交一公SCP012,99.96,1.4999,1.0,1.4999,1.0
26华数传媒SCP001,100.0,1.5052,-0.48,1.5052,1.0
26重庆三峡银行三农债01,99.98,1.6575,0.25,1.6563,1.0
25河钢集MTN015,101.0,1.68,,1.68,1.0
26江苏债36,100.4,2.235,0.76,2.235,1.0
26南海控股SCP001,99.96,1.5199,-1.01,1.5199,1.0
26兴业银行CD119,99.65,1.3792,-1.02,1.3792,1.0
26兴瑞4优先,100.0,,,,1.0
26山西债52,99.75,1.7675,1.0,1.7675,1.0
26民生银行CD211,99.64,1.4301,,1.4301,1.0
25电网MTN047(科创债),101.64,1.6605,-2.71,1.6593,1.0
26汇理汽车绿色债01,100.77,1.68,,1.68,1.0
26建设银行CD257,98.91,1.4743,-0.08,1.4795,1.0
24光大控股MTN002A,100.61,1.55,0.49,1.55,1.0
22山东债34,124.87,2.155,1.0,2.155,1.0
25广发银行CD282,98.37,1.4399,0.26,1.4399,1.0
26杭州银行CD064,99.28,1.4402,-0.54,1.4402,1.0
26建设银行CD241,98.53,1.4855,0.05,1.4855,1.0
26农业银行CD020,98.84,1.4448,1.0,1.4448,1.0
26重庆银行CD033,98.54,1.4883,-0.38,1.4883,1.0
26中信银行CD136,98.91,1.46,0.25,1.46,1.0
26新疆银行CD029,98.49,1.5349,,1.5349,1.0
26中兴通讯SCP028,99.99,1.4799,1.97,1.4799,1.0
24晋城国资MTN003,100.84,1.58,1.0,1.58,1.0
26江苏银行CD096,98.55,1.4824,0.24,1.4824,1.0
25福建债21,99.19,2.1225,-0.25,2.1228,1.0
26华数SCP002,99.98,1.51,0.51,1.5101,1.0
26广发银行CD098,98.55,1.47,,1.47,1.0
25顺德农商小微债01,100.77,1.55,-1.5,1.55,1.0
24首创集MTN001A,100.53,1.57,0.07,1.57,1.0
25中交二航MTN001(科创票据),100.96,,,,1.0
26工商银行CD073,98.55,1.48,0.5,1.48,1.0
26海南债05,104.64,2.2726,1.0,2.2726,1.0
26中信银行CD251,99.64,1.4399,0.5,1.4399,1.0
26江苏银行CD050,98.5,1.4675,0.45,1.4675,1.0
26农业银行CD174,98.9,1.48,1.0,1.48,1.0
26中信银行CD082,98.89,1.4399,-0.01,1.4399,1.0
25交通银行CD229,98.38,1.4397,1.26,1.4397,1.0
26光大银行CD010,98.47,1.4599,1.0,1.4599,1.0
24苏州银行债02,100.49,1.5,1.0,1.5,1.0
24广州控股MTN004,101.75,1.75,-2.0,1.75,1.0
26广发银行CD014,98.45,1.4601,1.0,1.4601,1.0
24华发集团MTN014,100.1,2.3643,-1.31,2.3649,1.0
25交通银行CD220,98.36,1.3807,1.2,1.3807,1.0
26农业银行CD196,98.53,1.493,0.1,1.493,1.0
26湖南银行债01,99.99,1.5927,-0.23,1.5951,1.0
26甘肃债36,101.99,2.265,-1.05,2.2638,1.0
23吉林债32,105.28,1.435,1.29,1.4318,1.0
25河北债79,104.15,2.0124,0.31,2.0117,1.0
25浙江14,100.13,1.8493,-1.07,1.8476,1.0
26山东债59,102.8,2.28,0.75,2.279,1.0
26中国通用SCP002,99.99,1.4801,-0.02,1.4801,1.0
25中建二局MTN001(科创债),99.76,2.38,3.15,2.38,1.0
26山东07,104.46,2.0199,-1.04,2.0187,1.0
24交行二级资本债01A,102.13,2.1437,-0.07,2.1439,1.0
26邮储银行CD010,99.64,1.3894,1.5,1.3894,1.0
24福瑞能源MTN004,100.62,1.5306,-0.01,1.5296,1.0
26交通银行CD129,98.54,1.478,0.06,1.478,1.0
23江苏债03,124.86,2.143,1.0,2.143,1.0
25广发银行CD305,98.43,1.4399,1.0,1.4399,1.0
26中信银行CD074,98.52,1.4624,0.23,1.4624,1.0
26中信银行CD069,98.88,1.4373,-0.27,1.4373,1.0
26中国银行CD058,98.54,1.485,0.5,1.485,1.0
22重庆债39,113.6,1.7017,-2.3,1.7019,1.0
24中石化MTN003,100.06,1.4701,1.0,1.4701,1.0
26华能集SCP005,100.0,1.4608,1.0,1.4608,1.0
26恒泰MTN003,99.76,1.755,0.18,1.75,1.0
26海峡银行小微债02,99.91,1.67,3.0,1.67,1.0
25华夏银行绿债01,100.33,1.48,1.0,1.48,1.0
25工商银行CD263,98.36,1.3805,0.98,1.3805,1.0
26湖南债23,102.8,2.28,1.0,2.2788,1.0
26汉口银行CD090,98.5,1.5201,-0.99,1.5196,1.0
26桂林银行CD078,99.28,1.4598,-0.02,1.4598,1.0
25甘交建MTN001,101.3,1.6621,1.21,1.6621,1.0
26工商银行CD101,98.91,1.4601,0.47,1.4601,1.0
26工商银行CD037,98.5,1.4599,-0.02,1.4599,1.0
26贵阳银行小微债01,100.0,1.6214,0.14,1.6207,1.0
26东莞农村商业银行CD038,98.53,1.49,,1.49,1.0
26进出清发贴现11,99.67,1.2711,,1.2711,1.0
25江西债78,102.22,2.2367,,2.2367,1.0
25云南33,102.89,1.7629,,1.7629,1.0
26工商银行CD033,98.85,1.4403,1.27,1.4403,1.0
25中信百信银行小微债01,100.56,1.715,-0.51,1.715,1.0
25浙商银行CD161,98.42,1.45,0.49,1.45,1.0
25浙商银行CD157,98.41,1.4426,-0.25,1.4426,1.0
25金华银行CD061,98.31,1.5001,-3.99,1.5001,1.0
26杭州银行CD051,98.51,1.4676,1.0,1.4676,1.0
25南浦口MTN002,101.03,1.65,,1.65,1.0
25山东债79,101.77,1.585,1.0,1.585,1.0
24安徽债75,100.99,1.3465,0.4,1.3465,1.0
26重庆农村商行CD082,98.91,1.47,0.01,1.47,1.0
26东莞银行CD033,98.5,1.4701,-0.9,1.4701,1.0
26上海农商银行CD045,98.9,1.4849,,1.4849,1.0
26浦发银行CD088,98.52,1.4649,0.49,1.4649,1.0
24江南农商行债01,100.56,1.51,,1.51,1.0
26工商银行CD161,98.54,1.485,-12.5,1.485,1.0
23湖北债121,109.9,1.535,1.0,1.5325,1.0
26西部机场MTN001,99.8,1.75,1.5,1.75,1.0
26中信银行CD239,98.54,1.485,1.0,1.485,1.0
25锡产业MTN003,100.12,1.52,-1.99,1.52,1.0
25威海银行小微债,100.53,1.61,1.0,1.61,1.0
23天津83,102.91,1.2925,-0.42,1.2925,1.0
26蚌埠中城PPN001,99.88,1.7737,-2.63,1.7737,1.0
26德州财金PPN001,100.41,1.7942,1.42,1.7942,1.0
26华夏银行CD062,98.52,1.465,-0.5,1.465,1.0
20江苏03,106.63,1.33,,1.33,1.0
26赣粤SCP001,100.0,1.4801,-1.0,1.4801,1.0
26建设银行CD109,98.55,1.48,0.49,1.48,1.0
26中信建投CP016,100.0,1.5001,0.02,1.5001,1.0
26工商银行CD162,99.27,1.4601,0.27,1.4601,1.0
14国开17,110.36,1.45,0.32,1.45,1.0
25新疆债62,101.46,2.246,0.6,2.2455,1.0
26南航集SCP004,99.94,1.5076,-0.24,1.5076,1.0
26徽商银行CD034,98.49,1.4675,1.0,1.4675,1.0
26上海银行CD041,98.52,1.4783,0.08,1.4804,1.0
20抗疫国债03,105.59,1.2535,-0.15,1.2535,1.0
26法巴银行债01B(BC),100.85,1.85,-1.0,1.85,1.0
26大唐新能SCP005,99.98,1.4998,1.96,1.4998,1.0
26江苏38,99.59,1.603,0.12,1.603,1.0
26中国银行CD007,99.29,1.4348,1.0,1.4348,1.0
26工商银行CD110,98.54,1.4731,-0.19,1.4731,1.0
26南京银行CD013,98.79,1.4421,-0.33,1.4421,1.0
26上海银行CD047,98.52,1.4849,0.5,1.4849,1.0
26上海债14,103.25,2.0305,0.02,2.0315,1.0
26广东债25,103.42,2.026,-0.03,2.0268,1.0
26山东56,101.61,2.0425,0.35,2.043,1.0
26浙商银行CD002,98.43,1.465,1.0,1.465,1.0
23江苏债20,104.86,1.3825,0.25,1.3825,1.0
25内蒙古债36,102.1,1.7715,,1.7715,1.0
26广州银行CD042,99.28,1.4451,1.03,1.4451,1.0
26民生银行CD210,98.53,1.4925,0.26,1.4925,1.0
20浙江债10,114.07,1.6075,0.75,1.6075,1.0
26广东南粤银行CD087,98.95,1.348,-0.19,1.348,1.0
22陕西债65,114.91,2.0225,0.1,2.0225,1.0
26江苏债31,100.32,1.754,0.31,1.7543,1.0
24重庆债48,102.3,1.46,0.17,1.46,1.0
26中国银行CD056,98.54,1.484,1.0,1.484,1.0
24福建债25,105.24,1.8222,-0.75,1.8222,1.0
23山东债82,106.22,1.38,1.0,1.38,1.0
26厦门国际银行CD067,98.89,1.4925,0.24,1.4925,1.0
26江西41,99.84,2.24,0.5,2.24,1.0
26光大银行CD037,98.02,2.4131,-0.19,2.4131,1.0
26中国银行CD014,98.05,2.1578,-0.14,2.1578,1.0
26宁波银行CD181,98.04,2.2085,-0.14,2.2085,1.0
25农业银行CD368,98.37,1.4447,0.5,1.4447,1.0
26吉林债22,100.03,1.5125,1.0,1.5113,1.0
26中泰证券CP003,100.0,1.4817,4.12,1.4817,1.0
26江苏银行CD034,98.84,1.4452,0.04,1.4452,1.0
26光大银行CD042,98.55,1.4775,1.0,1.4775,1.0
26安徽债36,101.64,2.0405,0.3,2.0405,1.0
25绍兴银行CD081,98.73,1.3995,3.01,1.3995,1.0
25电网MTN001,100.42,1.6268,0.01,1.6268,1.0
26建设银行CD030,98.85,1.4397,1.0,1.4397,1.0
26中国银行CD046,98.54,1.48,-0.36,1.48,1.0
22附息国债21,104.05,1.2499,0.99,1.2407,0.965
25附息国债17,100.22,1.2195,-1.05,1.2268,0.964
25附息国债14,100.85,1.3216,0.91,1.323,0.9604
24信阳建投MTN002,103.19,2.1004,-11.7,2.0026,0.95
25华电股MTN009,100.49,,,,0.94
23重庆债07,116.76,2.0375,,2.0375,0.9
23重庆03,117.25,2.036,1.1,2.036,0.9
25交行TLAC非资本债02A(BC),100.42,1.6291,0.19,1.6291,0.9
25川华西MTN003,100.94,2.3572,-0.12,2.3572,0.9
26中信银行永续债02BC,100.52,,,,0.9
23建行二级资本债03B,110.09,2.451,-0.27,2.4513,0.9
21湖州城投债02,100.27,1.64,1.0,1.65,0.9
25光明MTN001,100.24,1.565,1.0,1.565,0.9
26荣盛MTN003(科创债),99.92,1.9282,-0.18,1.929,0.9
22漳州交通MTN002,102.07,1.5523,,1.5523,0.9
25建行二级资本债01BC,101.27,1.9064,-0.03,1.9064,0.9
25南海农商行债01,100.69,1.62,1.0,1.62,0.9
24中行二级资本债02B,105.49,2.2042,-0.15,2.2045,0.9
26昆明轨道MTN002,100.0,1.9299,-2.01,1.9144,0.9
26南通城建SCP004,100.0,1.4805,0.97,1.4805,0.9
24浦发银行二级资本债01A,101.49,1.9653,1.0,1.9657,0.9
21江西债05,103.56,1.18,,1.15,0.9
20攸发养老债,20.46,1.6602,,1.6668,0.9
25工行二级资本债03BC,100.57,1.8095,0.28,1.8092,0.9
25大唐发电MTN005,101.48,,,,0.9
26重庆债28,102.59,2.035,1.0,2.035,0.9
