债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
26皖能股SCP003,100.0,1.4474,0.64,1.4474,0.5
26中粮SCP006,100.0,1.4389,1.01,1.4389,0.5
24招商银行三农债,100.47,1.4501,0.01,1.4501,0.5
21内蒙古债39,100.45,0.92,,0.92,0.5
16云南债17,100.39,0.92,13.98,0.92,0.5
24农发清发07,103.55,1.5387,-0.58,1.5387,0.5
22云南债27,101.52,0.95,,0.95,0.5
24进出22,100.05,1.21,-1.51,1.21,0.5
25华电MTN003A,100.75,,,,0.5
26南航股SCP007,100.0,1.4333,-2.93,1.4333,0.5
26华电股SCP002,99.96,1.4702,-1.97,1.4702,0.5
26四川25,103.94,2.23,-0.6,2.23,0.5
23广东债47,114.67,2.03,0.4,2.03,0.5
26光谷金控MTN004(科创债),100.2,1.72,,1.72,0.5
24宁河西PPN001,101.05,1.56,-0.5,1.56,0.5
24福建债36,104.59,1.5953,1.0,1.5953,0.5
23进出口行二级资本债01,102.65,2.6916,1.48,2.6916,0.5
24上海06,105.49,1.5565,1.0,1.5565,0.5
22安徽债55,104.48,1.3,,1.3,0.5
26湖北35,102.42,2.22,-0.75,2.22,0.5
26电网SCP018,99.97,1.52,-0.98,1.52,0.5
25奔驰财务MTN001BC,100.38,1.61,-3.5,1.61,0.5
25农行二级资本债01A(BC),100.77,1.8333,0.24,1.8333,0.5
25江苏债42,101.51,1.455,-0.25,1.455,0.5
22农发09,100.74,1.33,0.5,1.33,0.5
26江苏江南农村商业银行CD010,99.27,1.4445,-0.05,1.4445,0.5
26四川债11,103.41,2.28,0.7,2.28,0.5
25湖南70,101.83,1.7534,1.0,1.7534,0.5
26南京医药SCP002,100.01,1.5,1.0,1.5,0.5
26农业银行CD059,99.28,1.4355,-0.44,1.4355,0.5
26交通银行CD159,98.91,1.4724,-0.25,1.4724,0.5
26浙江债41,100.01,1.4873,0.05,1.4873,0.5
26建设银行CD153,98.04,2.1469,-0.14,2.1469,0.5
24中铝集MTN004,102.61,1.98,-5.0,1.98,0.5
26沪港务MTN011,99.46,2.04,-1.0,2.04,0.5
26建设银行CD135,98.05,2.1931,-0.14,2.1931,0.5
25浙交投MTN004,100.29,1.6,-1.0,1.6,0.5
24河南债22,103.79,1.445,0.13,1.445,0.5
26渤海银行CD313,98.9,1.485,1.0,1.485,0.5
26国开清发09,99.97,1.665,-0.5,1.665,0.5
23江南农商三农债,100.17,1.3901,1.0,1.3901,0.5
22四川债80,117.23,2.0,,2.0,0.5
25兴城人居MTN001,100.99,2.0975,-0.51,2.0975,0.5
26泸州窖MTN002,99.89,1.6,-1.5,1.6,0.5
26哈尔滨银行CD125,99.62,1.4503,-0.85,1.4503,0.5
23广东债66,113.82,2.0325,0.25,2.0325,0.5
25建行科创债01A(BC),100.28,1.4833,-0.6,1.4833,0.5
25兴业银行科创债01,100.27,1.4904,-0.61,1.4904,0.5
25工行科创债01BC,100.26,1.4916,1.22,1.4916,0.5
25国开科创01清发,99.9,1.4093,-0.61,1.4093,0.5
26中交三航MTN005(科创债),100.79,,,,0.48
25桂交投MTN001A,100.53,1.5581,,1.5581,0.48
24徐州新盛MTN006,101.76,,,,0.46
26建湖城投PPN002,99.76,2.0677,11.77,2.067,0.45
24宜昌城发PPN002,103.31,1.75,1.0,1.75,0.45
21青山湖科MTN001,100.18,1.5101,,1.5101,0.44
24山东债25,104.09,1.4156,0.36,1.4156,0.4
24广东债70,104.69,1.5909,2.25,1.5909,0.4
23昆山国创MTN001,100.39,1.5249,0.23,1.5249,0.4
25农行TLAC非资本债01C(BC),100.84,1.9648,-2.81,1.9693,0.4
19新疆债15,123.47,1.815,,1.815,0.4
24福建债30,104.13,1.618,,1.618,0.4
24交行债03BC,100.73,1.4775,-0.25,1.4794,0.4
24越秀集团MTN005B,102.96,2.58,,2.58,0.4
25北京银行永续债01,101.24,1.75,-0.5,1.75,0.4
26中国铜业MTN005,99.58,1.78,2.0,1.78,0.4
26攀钢集SCP001,99.97,1.5299,1.0,1.5299,0.4
26越秀产投MTN001(科创债),99.93,1.895,-1.39,1.895,0.4
24泰州城建MTN001,100.5,1.51,,1.51,0.4
24沛县城投PPN002,100.78,1.6077,-1.59,1.6038,0.4
25济南高新MTN001,101.47,1.8,,1.8,0.4
24广西路桥MTN003(科创票据),100.63,1.58,,1.58,0.4
26新兴际华MTN001,100.08,,,,0.4
25电建地产MTN004,100.64,2.2097,-5.22,2.2085,0.4
26华友钴业MTN002(科创债),100.73,2.0737,-1.63,2.0719,0.4
25湖南07,99.58,2.1272,-0.28,2.1274,0.4
22农业银行二级01,101.48,3.1631,1.0,3.1644,0.4
24山西建投MTN006,100.97,,,,0.4
24建行TLAC非资本债01A,100.45,1.7593,-0.11,1.7619,0.4
26沪港务MTN007,99.9,1.7225,-1.71,1.7222,0.4
26湖州城投MTN006,100.08,,,,0.4
25湖北路桥MTN001(科创票据),101.75,1.84,-14.0,1.8415,0.4
24浙江交工MTN001,100.72,,,,0.4
24首创集MTN006,100.62,,,,0.4
24水利十四MTN001,100.65,,,,0.4
24山西建投MTN001,104.77,1.78,-7.0,1.78,0.4
26武金控SCP004,100.01,1.5651,-0.48,1.5651,0.4
24鲁银投资MTN001(科创票据),100.51,1.9672,0.64,1.9672,0.4
25长寿开投PPN001A,104.84,1.9585,,1.9593,0.4
25大唐租赁MTN002A(绿色),100.25,1.5449,,1.5449,0.4
25中金集MTN002(科创票据),100.75,,,,0.4
24中国通用MTN002,100.57,1.532,0.42,1.532,0.4
23临港经济MTN003,100.35,,,,0.4
24三门峡MTN001,103.14,2.0203,12.03,2.0202,0.4
26高淳国资MTN001,100.0,,,,0.4
25京投发展MTN002,100.8,1.73,1.0,1.73,0.4
26南京浦口MTN006,100.0,,,,0.4
25乌江水电MTN004,101.04,,,,0.4
22温港城债,100.27,1.6055,0.54,1.6055,0.4
25黄石新投PPN001,101.42,1.9376,-0.24,1.94,0.4
25象屿MTN004,101.47,1.835,-4.87,1.8375,0.4
25常德城投PPN003,102.37,1.87,-0.22,1.865,0.4
26华友钴业MTN007(科创债),99.96,2.2,1.0,2.19,0.4
26扬州建工PPN002,100.13,1.7647,2.46,1.7647,0.4
26广西路桥MTN005,99.76,1.91,,1.91,0.4
24洛阳城投PPN001,100.53,1.6699,-1.26,1.6755,0.4
24淮北建投MTN003,100.59,1.55,-2.0,1.55,0.4
25徽银金租绿色债01,100.34,1.5431,-0.04,1.5431,0.4
24如皋城发MTN001,102.28,1.7395,,1.7395,0.4
25徽商银行二级资本债01,102.28,2.1054,0.34,2.1054,0.4
24鼎力投资MTN001,106.68,1.9443,,1.9443,0.4
22岳阳建投MTN001,101.9,1.5468,-0.32,1.5468,0.4
25成都香城MTN002,101.13,2.094,,2.0926,0.4
26南京交建ABN001优先(科创),99.37,,,,0.4
23苏州银行二级01,103.91,2.7856,-0.2,2.7856,0.4
26绍滨控股MTN003,100.0,1.73,1.0,1.73,0.4
24悦达MTN007,101.1,1.6859,-4.41,1.688,0.4
25川华西MTN002,100.42,1.78,-0.22,1.78,0.4
26江北新区MTN008,100.0,,,,0.4
25光大集团MTN008,100.53,1.63,1.0,1.63,0.4
26眉山投控PPN001,100.0,1.8706,4.3,1.8702,0.4
22中广核MTN001,101.43,1.515,-1.5,1.515,0.4
26泰兴城投MTN002,100.76,1.7021,-0.79,1.7004,0.4
26太湖新城MTN008,100.26,2.37,-3.0,2.3727,0.4
23徽商银行小微债01,100.25,1.41,1.0,1.41,0.4
26宿迁新城SCP002,100.03,1.5197,,1.5197,0.4
24海晟控股PPN002,100.52,1.6035,,1.6035,0.4
24建湖城投PPN003,100.61,1.6601,,1.6643,0.4
24中南勘测MTN001(科创票据),100.49,,,,0.4
26苏州高新MTN008,99.68,1.7,-2.7,1.7,0.4
25鲁高速MTN002,101.19,,,,0.4
23舟山海洋MTN001,100.22,1.5203,1.01,1.5203,0.4
24进出口行二级资本债01A,101.9,1.9758,0.39,1.9758,0.4
26浙江52,101.99,2.2775,-0.25,2.2775,0.4
23附息国债06,105.38,1.23,-0.5,1.23,0.4
24湖南能源MTN002,100.54,,,,0.4
24北辰科技MTN005B,101.41,1.6359,-7.41,1.638,0.4
26天山材料MTN002(科创债),100.43,1.69,-2.0,1.69,0.4
25石交投集MTN001A,100.52,1.6063,-1.37,1.6082,0.4
26成都开投PPN001,100.96,2.1406,-1.04,2.1404,0.4
26张江高科MTN001,100.18,1.7076,-1.63,1.7094,0.4
24四川债32,103.63,1.4462,,1.4462,0.4
26湖南建设MTN001,100.62,2.0,-11.06,2.0,0.4
24续作特别国债01,104.69,1.5425,1.0,1.5425,0.4
24云能投MTN022,100.12,1.4879,1.0,1.4879,0.4
26厦门信息MTN001,99.83,1.75,-6.0,1.75,0.4
23津城建MTN017,100.17,1.5503,,1.5503,0.4
26锡产业SCP013,99.99,1.52,1.0,1.52,0.4
24合川城投PPN001B,103.85,1.77,-3.66,1.771,0.4
26首创城发MTN001,101.22,2.676,,2.6745,0.4
24中铝集MTN006,100.73,1.3994,-14.56,1.3984,0.4
23湔江投资MTN001,100.32,2.02,35.8,2.02,0.4
21中国银行二级02,111.24,3.0029,-0.22,3.0036,0.4
25农发03,99.9,1.3975,1.0,1.3981,0.4
25楚天智能MTN001,100.49,1.57,,1.57,0.4
25皖国资MTN001(科创债/可持续挂钩),101.95,2.17,-2.95,2.17,0.4
26电网MTN021,101.31,2.2575,1.0,2.2556,0.4
20晋建专项债02,109.66,2.03,-2.16,2.03,0.4
25徐州产业MTN005,100.62,1.64,,1.64,0.4
24广西旅发MTN006,102.19,2.1002,-0.08,2.0981,0.4
26重庆发展MTN001,101.92,2.17,1.0,2.17,0.4
25阳泰实业MTN001A,101.62,2.4916,3.51,2.4919,0.4
24宿州城投MTN001,100.72,1.5861,-3.39,1.5881,0.4
26中铝集SCP002,100.0,1.4514,2.14,1.4514,0.4
26电网MTN012,100.32,2.0325,-0.25,2.0313,0.4
26昭通高速PPN001,101.09,2.5079,3.89,2.509,0.4
24嘉兴产业MTN002,101.98,1.7,-3.0,1.7009,0.4
25淮南经发PPN003,100.09,1.6699,0.99,1.6634,0.4
26科伦SCP002(科创债),100.01,1.5002,,1.5002,0.4
25陕煤化MTN003,100.97,,,,0.4
26电网MTN026,99.55,2.04,0.54,2.04,0.4
24邯郸建投MTN001,100.59,2.8837,,2.8848,0.4
25重庆物流MTN001A,100.96,1.7535,-0.38,1.7535,0.4
25兴业银行永续债01BC,101.22,,,,0.4
26首开MTN008A,99.85,2.7935,-0.01,2.7935,0.4
25路桥公投MTN004,100.74,1.9017,-0.11,1.9017,0.4
25华润控股MTN005A,100.07,1.7,1.0,1.698,0.4
24西安高科MTN001,102.1,2.06,-36.01,2.062,0.4
26鼓风机MTN002(科创债),100.11,1.72,0.5,1.7225,0.4
25银川通联MTN002,101.44,1.78,0.31,1.7785,0.4
24金隅MTN002,102.59,2.2242,-1.08,2.2242,0.4
26华夏金租债03,99.85,1.6825,0.25,1.6825,0.4
26福建海峡银行CD099,98.89,1.5,,1.5,0.4
25水发集团MTN014,101.56,2.3997,-2.55,2.4001,0.4
26广西债17,102.02,2.25,-1.0,2.25,0.4
26江宁经开MTN001,100.75,1.81,-0.5,1.8095,0.4
26沪港务MTN010,99.4,2.0475,0.75,2.0475,0.4
24浙商银行小微债01,100.49,1.46,-0.5,1.46,0.4
24云能投GN001,104.54,2.06,,2.0595,0.4
25中铝集MTN005(科创债),100.36,1.63,-0.5,1.6318,0.4
20山西债11,120.36,1.876,,1.876,0.4
26安徽债51,102.96,2.2825,1.0,2.28,0.4
24中石油MTN002,103.47,1.9089,-1.11,1.9095,0.4
22淮南建发MTN002,100.6,1.5554,-1.45,1.5554,0.4
25京国资MTN010,100.24,1.59,,1.59,0.4
22嘉兴现代MTN001,102.58,1.57,0.03,1.57,0.4
26成都经开PPN002,102.88,2.0011,-6.03,2.0,0.4
24江津园区MTN001,100.87,1.62,-1.0,1.62,0.4
25漯河投资PPN001,101.32,1.74,-7.0,1.7417,0.4
18首旅债01,100.63,1.55,1.0,1.55,0.4
23如皋经贸MTN002,100.25,1.5498,,1.5498,0.4
23南航股MTN001,100.16,1.4701,-0.02,1.4701,0.4
22四川债70,104.36,1.3112,,1.3112,0.4
22四川债67,104.36,1.3112,,1.3112,0.4
26河北债54,100.28,2.2425,1.0,2.2425,0.4
25苏交通MTN005,100.5,1.69,-2.5,1.69,0.4
26东莞实业SCP002,99.94,1.545,0.51,1.545,0.4
26象屿股份MTN003,100.13,,,,0.4
26苏高科MTN001,100.75,1.73,3.0,1.73,0.4
26平安租赁CP003,99.94,1.57,-0.92,1.57,0.4
26邢台路桥PPN001,102.51,2.29,-6.93,2.29,0.4
25兴业银行绿色债02,100.31,1.4775,1.0,1.4789,0.4
24济宁城投MTN003B,104.45,1.75,-1.0,1.751,0.4
22京能洁能MTN001,101.57,1.4023,-0.77,1.4014,0.4
24金港MTN003,101.87,1.708,,1.708,0.4
24株洲城建MTN003,102.18,1.7262,-3.79,1.7262,0.4
23吉安城投MTN001,100.26,1.5398,0.97,1.5398,0.4
26镇江城投MTN002,100.56,1.8564,,1.8564,0.4
26北部湾银行01,100.0,1.651,-0.4,1.651,0.4
26基石租赁MTN002,100.33,1.85,-2.0,1.855,0.4
22长春轨交PPN002,100.64,1.68,3.0,1.68,0.4
19浙江债02,104.96,1.265,,1.265,0.4
25中铁投资MTN002,100.31,1.69,,1.69,0.4
23冀建投MTN001A,100.03,1.6099,,1.6099,0.4
25晋能煤业MTN013,100.8,1.67,-3.0,1.6725,0.4
26南京医药MTN001,100.13,1.72,-2.0,1.72,0.4
24中原银行小微债01,100.58,1.5271,1.71,1.5271,0.4
18国开10,104.63,1.4278,0.28,1.4281,0.4
26深能源SCP002,99.91,1.5198,-1.02,1.5198,0.4
26苏国信SCP009,99.93,1.5112,0.12,1.5112,0.4
26临桂城投MTN001,100.63,2.21,10.2,2.21,0.4
22鲁能源MTN005,101.97,1.54,1.0,1.54,0.4
26河南债47,102.8,2.28,0.5,2.28,0.4
23建发集MTN004,103.53,1.91,0.25,1.91,0.4
26象屿MTN004,99.82,2.52,14.62,2.5195,0.4
25滨建投MTN004,100.72,2.0815,25.6,2.0808,0.4
25北部湾银行,100.71,1.5667,-2.33,1.57,0.4
25宜昌城发PPN001,101.93,1.8094,-2.79,1.8105,0.4
25中石化MTN002,100.15,1.94,-1.0,1.94,0.4
23重庆农商行债01,100.03,1.3495,2.93,1.3495,0.4
24兆润投资MTN003,100.79,1.4,-14.0,1.4011,0.4
24中兴国资MTN002,100.83,1.43,-12.76,1.4316,0.4
26川水电SCP002,100.0,1.4897,,1.4897,0.4
23攀国投PPN001,100.5,5.7311,-1.66,5.6674,0.4
26海宁皮革SCP002,100.02,1.5301,1.02,1.5301,0.4
26平安租赁MTN014,100.01,1.71,-1.0,1.71,0.4
26海尔金盈MTN002,100.38,1.7536,-7.26,1.7536,0.4
26中信建投CP012,100.02,1.49,1.0,1.49,0.4
25南投集团MTN001,100.91,1.6946,-1.04,1.6946,0.4
24交行永续债01BC,101.81,,,,0.4
26东航股SCP001,100.0,1.466,0.61,1.466,0.4
26安徽20,104.2,2.2431,1.81,2.2431,0.4
25南电MTN017,101.38,1.67,-3.11,1.6707,0.4
26淄博财金PPN002,99.01,2.4756,-0.18,2.4767,0.4
24即墨旅投MTN003,101.42,2.5571,,2.5571,0.4
25湘建工MTN005(科创债),100.69,,,,0.4
26金开新能GN001(碳中和债),100.37,1.75,1.0,1.75,0.4
24徐州经开MTN002,100.48,1.54,-1.0,1.54,0.4
26滨江实业PPN002,101.15,1.955,-0.23,1.9563,0.4
26惠山国投MTN003,100.23,1.83,-0.89,1.8306,0.4
25中银证券CP004,100.05,1.4701,1.0,1.4701,0.4
22建行二级资本债02B,108.55,2.4545,-1.91,2.4553,0.4
25保利发展MTN004B,99.13,2.3898,0.98,2.3898,0.4
26京城投MTN001,100.44,1.9832,0.32,1.9832,0.4
26蚌埠国资PPN001,100.17,1.74,-1.89,1.74,0.4
26中信银行绿债01BC,99.95,1.5475,1.0,1.5475,0.4
21张家口银行永续债,100.38,,,,0.4
26萧山国资MTN001,101.04,1.77,,1.7675,0.4
25湖北债36,100.53,2.0956,-4.44,2.0956,0.4
24昆山国创PPN002,100.59,1.5501,1.0,1.5501,0.4
25驻马店投MTN002,101.06,1.7,,1.7,0.4
25蓝星MTN005,100.62,,,,0.4
26济南城建MTN001,100.07,1.785,-1.5,1.785,0.4
26陕西债44,100.0,1.76,1.0,1.76,0.4
22农行永续债02,101.61,,,,0.4
24兴盛建设MTN002,100.89,1.6099,,1.6099,0.4
25河北债14,100.85,2.15,-0.1,2.15,0.4
23海峡银行小微债03,100.3,1.4302,,1.4302,0.4
24临沂投资PPN002,102.56,2.05,-4.33,2.05,0.4
24江苏银行永续债02,101.66,1.7,-1.0,1.7,0.4
26深燃气MTN001,100.0,2.09,-0.5,2.09,0.4
21建设银行二级06,109.59,2.6584,-5.37,2.6584,0.4
25武汉城建MTN006,101.17,1.745,,1.7425,0.4
24威宁投资MTN009,100.68,1.65,1.0,1.65,0.4
26珠海正方MTN002,100.08,2.13,1.22,2.1225,0.4
26青岛地铁MTN004A,100.07,,,,0.4
26临平开投PPN002,100.86,1.85,,1.85,0.4
26驻马店投MTN003,100.46,2.0502,-3.98,2.0502,0.4
26一汽租赁CP003,99.93,1.51,1.01,1.51,0.4
23赣州城投PPN002,100.43,1.6429,-1.85,1.64,0.4
24长春轨交MTN001A,100.6,1.61,-0.49,1.6001,0.4
24国电MTN003,100.52,1.53,13.8,1.53,0.4
24中石集MTN002,101.03,1.6325,-0.75,1.6325,0.4
25鄂联投MTN005A,100.6,1.66,-1.0,1.66,0.4
26黄冈城投MTN001,100.44,1.9307,-3.85,1.9306,0.4
24徽商银行永续债01,102.46,,,,0.4
24鲁能源MTN004,100.7,,,,0.4
26河南债30,103.86,2.28,1.0,2.2791,0.4
24津保投MTN007,101.04,1.656,-4.4,1.658,0.4
21成都经开MTN003,100.05,1.5291,-4.07,1.5291,0.4
26东航MTN001,99.92,1.65,,1.651,0.4
26龙岩交通MTN001,100.93,1.8863,-0.37,1.8863,0.4
26内蒙古21,99.74,2.09,2.0,2.0925,0.4
26海南债14,104.3,2.3025,-2.75,2.3025,0.4
23附息国债28,104.99,1.335,-0.25,1.3354,0.4
26湖北债23,103.67,2.21,1.0,2.21,0.4
26贵州债14,102.07,2.25,-0.25,2.25,0.4
26渝惠通CP002,100.0,1.55,,1.55,0.4
26农业银行CD040,98.01,2.4533,-0.2,2.4533,0.4
26广东债04,103.13,2.23,0.1,2.23,0.4
25南电MTN006,101.73,1.96,-1.0,1.96,0.4
24晋江城投MTN001,101.93,1.71,1.0,1.71,0.4
24晋能电力MTN008,102.92,1.73,1.0,1.73,0.4
25汇金MTN004,100.31,1.575,1.0,1.5713,0.4
26河南债67,100.03,2.2785,0.75,2.2785,0.4
26云南23,100.13,1.775,,1.775,0.4
21农发10,108.61,1.544,0.42,1.541,0.394
24嘉兴银行二级资本债01,102.35,2.2146,-0.04,2.2146,0.34
24南通保障PPN001,100.54,1.573,-0.17,1.573,0.34
24中电投MTN028,100.86,,,,0.34
24中建三局MTN001,100.55,,,,0.34
24陕西金控MTN001A,100.57,1.5313,,1.5313,0.34
25招商平安MTN002B,100.51,,,,0.33
26启达ABN004优先A,100.0,,,,0.33
25新兴际华MTN001,100.55,,,,0.32
24株国投MTN009A,100.82,1.6236,0.48,1.6236,0.32
24招商蛇口MTN002,100.5,1.645,-1.5,1.645,0.3
26中国信科MTN001(科创债/并购),99.91,1.626,-0.4,1.626,0.3
25农行TLAC非资本债01A(BC),100.5,1.6453,0.55,1.6453,0.3
25宁波债08,100.71,1.87,-0.1,1.87,0.3
24晋交投MTN005,102.8,1.73,1.0,1.73,0.3
13附息国债25,149.24,1.7325,0.39,1.7325,0.3
26东莞银行二级资本债02,100.3,1.9164,-1.29,1.9164,0.3
26华阳新材MTN004,100.2,1.72,,1.7113,0.3
24山东高速ABN001优先,100.97,,,,0.3
26中交租赁SCP005,99.96,1.5201,0.02,1.5201,0.3
24深圳租赁MTN002A,100.73,1.68,-4.01,1.68,0.3
26越秀集团MTN005,100.0,2.3499,1.0,2.3502,0.3
26电网MTN007,100.66,1.7425,1.0,1.7425,0.3
22华夏银行二级资本债01,101.48,2.8258,0.29,2.8258,0.3
26青岛国信MTN008B,100.0,2.3899,0.58,2.3899,0.3
26昆明城建MTN002,99.67,2.55,2.27,2.5575,0.3
25建行二级资本债03BC,101.83,2.0208,-0.08,2.0219,0.3
25汇金MTN001,100.73,1.66,-0.25,1.66,0.3
25国航CP001,100.0,1.4655,1.77,1.4655,0.3
26海晟控股MTN001,100.58,1.7,,1.7,0.3
25国信证券CP018,100.07,1.4601,1.0,1.4601,0.3
26江西交投MTN004,99.87,1.64,1.0,1.64,0.3
26苏元禾MTN002A(科创债),99.68,1.7,1.0,1.7,0.3
24凤凰传媒MTN002,100.59,1.4999,-1.01,1.4999,0.3
25立讯精工SCP007(科创债),100.0,1.5882,-1.1,1.5882,0.3
26厦国贸控MTN010,100.73,2.29,0.14,2.29,0.3
24西宁城投MTN002,107.54,2.06,1.0,2.0608,0.3
26安阳钢铁MTN004(科创债),100.91,3.5908,1.57,3.5912,0.3
26鄂交通MTN001,101.17,1.7,-2.0,1.7,0.3
26北控集MTN002,99.97,1.64,1.0,1.64,0.3
26厦国贸控MTN007(并购),100.33,2.41,4.14,2.4096,0.3
24平安银行二级资本债01B,103.77,2.16,-0.16,2.16,0.3
26湖州银行永续债01,100.0,,,,0.3
24吉利MTN003(科创票据),100.59,1.55,-0.18,1.55,0.3
25上实MTN003,100.63,2.07,-1.0,2.07,0.3
25重庆交投MTN001,102.12,2.125,1.0,2.125,0.3
24东泰投资MTN002,101.09,1.5897,,1.5897,0.3
25闽建工MTN004,101.59,,,,0.3
21进出绿色债01,100.37,1.1801,-0.99,1.1801,0.3
25华润控股MTN003A,100.37,1.68,-1.71,1.68,0.3
26国华投资SCP003,100.0,1.4799,1.0,1.4799,0.3
26云南债06,100.93,1.7738,-0.42,1.7738,0.3
23浙江债62,111.66,2.035,0.5,2.035,0.3
25洪山国投MTN002,102.13,1.8,1.0,1.8,0.3
26长电MTN003,100.09,2.04,-0.5,2.04,0.3
24农行永续债02,102.14,1.65,1.0,1.65,0.3
26广东债06,103.68,2.2775,-0.25,2.2775,0.3
26新乡投资PPN003,100.06,1.82,-0.29,1.82,0.3
26徐工集团MTN009(科创债),99.64,1.66,1.0,1.66,0.3
25江西交投MTN003,100.15,1.595,-0.5,1.595,0.3
25中车集MTN004,100.72,1.61,,1.61,0.3
24龙城发展MTN005A,100.93,1.56,,1.56,0.3
26泰州城建SCP004,100.0,1.4798,0.03,1.4798,0.3
26深圳地铁MTN008A,100.02,1.8862,0.12,1.8862,0.3
26北部湾MTN006B,100.18,1.96,,1.96,0.3
23孝感城投MTN004,100.31,3.7418,,3.7418,0.3
23广州银行绿色债02,100.24,1.4001,-2.99,1.4001,0.3
26津渤海MTN012,100.0,2.2495,-25.63,2.2495,0.3
26江苏银行债02,99.95,1.5875,1.0,1.5875,0.3
19福建03,105.18,1.2745,18.64,1.2745,0.3
25江苏债39,101.47,1.455,-0.85,1.455,0.3
26景德枫荻PPN001,100.36,1.92,-7.0,1.92,0.3
25绍兴柯桥MTN001,102.91,2.1311,-1.07,2.1311,0.3
24溧阳城建MTN002,100.49,1.5343,-3.25,1.5343,0.3
25南康城发PPN001,103.58,2.06,-22.13,2.06,0.3
21湖北债176,104.07,1.284,11.4,1.284,0.3
25建发集MTN003,100.9,,,,0.3
26雅砻江SCP002,100.0,1.4794,1.0,1.4794,0.3
25唐山实业MTN002,100.39,1.63,,1.63,0.3
25寿光城控MTN004,101.51,1.98,,1.9786,0.3
25建发集MTN005,100.78,,,,0.3
25广东债48,100.9,2.2775,0.75,2.2775,0.3
24湖南能源MTN005B,101.79,1.73,-3.0,1.73,0.3
24乌江能源MTN001,101.48,1.7503,,1.7503,0.3
25山东发展MTN001A,100.48,1.525,-1.5,1.525,0.3
25广东债42,100.9,2.2775,0.85,2.2775,0.3
26兴业银行CD161,99.29,1.4499,,1.4499,0.3
26巴斯夫MTN001A(BC),100.49,1.68,1.0,1.68,0.3
25恒廷实业MTN001,101.11,1.62,-2.0,1.62,0.3
26锦江国际MTN002,100.62,2.09,-0.75,2.09,0.3
22武汉生态MTN001,101.64,1.5459,0.17,1.5459,0.3
24冀中能源MTN013B(科创票据),101.75,2.295,4.39,2.295,0.3
21洛阳城投MTN003,100.28,1.4999,1.0,1.4999,0.3
24台州国资MTN001,100.85,2.019,,2.019,0.3
26山东债79,100.67,2.0475,-0.75,2.0475,0.3
23苏银租赁小微债01BC,100.14,1.4299,-1.06,1.4299,0.3
25东兴证券CP007,100.03,1.47,-0.01,1.47,0.3
26宁德时代MTN006A(科创债),99.46,1.6149,0.09,1.6149,0.3
26重庆机场MTN002,99.81,1.75,-0.73,1.75,0.3
22海城建设MTN001,101.95,1.5523,-2.88,1.5523,0.3
26建发集MTN003,100.14,2.15,1.0,2.15,0.3
26睿新ABN003优先,100.0,,,,0.3
25浙商证券CP011,100.0,1.4596,,1.4596,0.3
21安徽债54,100.41,0.9201,,0.9201,0.3
26红塔证券CP003,100.0,1.4795,2.81,1.4795,0.3
23中行债01,100.17,1.3704,1.0,1.3704,0.3
26兴业证券CP001,100.01,1.4597,0.5,1.4597,0.3
22衢交债,60.93,2.5297,1.57,2.5297,0.3
26中交建SCP008,99.98,1.475,-0.5,1.475,0.3
24中原银行二级资本债01,101.66,2.1173,-0.03,2.1173,0.3
20湖南39,105.65,1.3828,-0.75,1.3828,0.3
24宁波通商银行二级资本债01,102.33,2.2682,-0.12,2.2682,0.3
26广汽集MTN001(科创债),100.51,1.865,0.5,1.865,0.3
26合建投MTN001,100.52,2.09,-0.93,2.09,0.3
25天风证券CP002,100.03,1.5697,3.26,1.5697,0.3
26苏农垦SCP018,99.97,1.4999,,1.4999,0.3
22工行二级资本债04A,101.7,2.6958,0.06,2.6958,0.3
26浙江债07,103.56,2.2325,1.53,2.2325,0.3
25国开13,100.12,1.42,1.0,1.42,0.3
26贴现国债37,99.5,1.0849,-5.75,1.0849,0.3
25浙商银行小微债01BC,100.54,1.51,0.5,1.51,0.3
26越秀集团MTN003A,99.86,1.69,-1.0,1.69,0.3
26渝惠通CP001,100.03,1.55,,1.55,0.3
25昆山国创MTN002,102.65,,,,0.3
26常城建SCP002,99.95,1.52,1.0,1.52,0.3
26渝高速MTN002,100.09,1.77,1.0,1.77,0.3
24光明MTN002,100.44,1.5199,-0.01,1.5199,0.3
25北京银行CD168,98.36,1.4397,-0.05,1.4397,0.3
23光大水务MTN001,100.51,1.6,-2.0,1.6,0.3
25广东债49,100.9,2.2775,0.95,2.2775,0.3
24广东债79,103.83,1.59,0.13,1.59,0.3
24浙江债59,105.19,1.8165,0.06,1.8165,0.3
25金东城投PPN001,101.38,1.6881,,1.6881,0.28
26江西交投SCP004,99.97,1.4957,,1.4957,0.27
24长寿开投PPN005,101.38,1.74,,1.739,0.25
26皖国资MTN001B,103.51,2.4103,-14.85,2.4103,0.25
24许昌投资PPN002,101.2,2.12,10.89,2.12,0.25
26平安租赁MTN007,101.46,1.8176,-0.24,1.82,0.24
24济宁城运PPN001,104.3,2.18,2.0,2.1797,0.24
24兖矿能源MTN003(科创票据),100.13,,,,0.24
26晋路桥MTN001,100.21,1.8867,-1.33,1.8867,0.24
24附息国债22,100.25,1.1995,0.1,1.1824,0.225
22长兴绿色债02,62.4,1.7078,,1.7078,0.22
26淮安投资SCP003,99.98,1.5503,0.02,1.5503,0.22
22济南轨交MTN001,111.24,1.9051,-1.49,1.9051,0.22
